ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,27.2333333333333,6.76666666666667,0,70.1,17.2666666666667,12.4666666666667,18.5,4.73333333333333,6.53333333333333
0007CB7051,27.2333333333333,0,0,0,15.5666666666667,0,2.63333333333333,10.9,0,1.23333333333333
0007CD5116,6.76666666666667,0,0,0,0,0,0,0,0,0
0007CD765E,0,0,0,0,0,0,0,0,0,0
0007CD86B3,70.1,15.5666666666667,0,0,0,0,4.2,13.5,0,0
0007CDAD6B,17.2666666666667,0,0,0,0,0,0,0,0,0
0007CDADED,12.4666666666667,2.63333333333333,0,0,4.2,0,0,8.73333333333333,1.4,2.63333333333333
0007CDC395,18.5,10.9,0,0,13.5,0,8.73333333333333,0,0,0
0007CDC443,4.73333333333333,0,0,0,0,0,1.4,0,0,0
0007CDE4F0,6.53333333333333,1.23333333333333,0,0,0,0,2.63333333333333,0,0,0
