ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,42,17,0,57,5,9,32,11,6
0007CB7051,42,0,0,0,27,5,6,26,28,11
0007CD5116,17,0,0,0,0,0,0,0,0,0
0007CD765E,0,0,0,0,0,1,0,0,4,1
0007CD86B3,57,27,0,0,0,0,2,17,11,34
0007CDAD6B,5,5,0,1,0,0,0,0,0,0
0007CDADED,9,6,0,0,2,0,0,11,8,24
0007CDC395,32,26,0,0,17,0,11,0,9,3
0007CDC443,11,28,0,4,11,0,8,9,0,9
0007CDE4F0,6,11,0,1,34,0,24,3,9,0
