ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,2.22301587301587,2.10196078431373,0,3.41754385964912,1.8,1.53703703703704,2.32708333333333,2.06363636363636,2.57222222222222
0007CB7051,2.22301587301587,0,0,0,1.99382716049383,1.38666666666667,1.76111111111111,1.69487179487179,1.7547619047619,2.02424242424242
0007CD5116,2.10196078431373,0,0,0,0,0,0,0,0,0
0007CD765E,0,0,0,0,0,2,0,0,2.4,1.03333333333333
0007CD86B3,3.41754385964912,1.99382716049383,0,0,0,0,2.33333333333333,1.72549019607843,1.76363636363636,2.22843137254902
0007CDAD6B,1.8,1.38666666666667,0,2,0,0,0,0,0,0
0007CDADED,1.53703703703704,1.76111111111111,0,0,2.33333333333333,0,0,1.72727272727273,2.0125,2.23055555555556
0007CDC395,2.32708333333333,1.69487179487179,0,0,1.72549019607843,0,1.72727272727273,0,2.28518518518519,1.36666666666667
0007CDC443,2.06363636363636,1.7547619047619,0,2.4,1.76363636363636,0,2.0125,2.28518518518519,0,1.92592592592593
0007CDE4F0,2.57222222222222,2.02424242424242,0,1.03333333333333,2.22843137254902,0,2.23055555555556,1.36666666666667,1.92592592592593,0
