ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0,1,1,2,0,2,0,0,0
0007CB0AD4,0,0,1,0,0,0,2,0,0,0
0007CB2ED2,0,1,0,0,1,2,2,0,1,2
0007CB321B,0,0,0,0,0,0,0,0,0,0
0007CB39C9,0,0,0,0,0,1,0,0,0,0
0007CB464C,0,0,3,1,0,0,1,0,1,0
0007F2B770,0,1,0,0,1,0,0,0,0,1
0007F2B957,0,0,1,0,0,0,0,0,0,0
0007F2BA9B,0,0,0,1,0,0,0,1,0,1
0007F2CA05,0,0,0,0,0,0,0,1,0,0
