ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,551.166666666667,930,85.0333333333333,565.066666666667,556.733333333334,631.833333333334,166.7,465.233333333334,62.4666666666667
0007CB2224,551.166666666667,0,2480.16666666667,341.233333333333,1632.6,1272.9,2069.56666666667,170.033333333333,849.466666666666,267.866666666667
0007CB3491,930,2480.16666666667,0,306.833333333334,1134.13333333333,727.566666666667,816.533333333334,184.166666666667,456.833333333333,186.566666666667
0007CB4837,85.0333333333333,341.233333333333,306.833333333334,0,170.666666666667,195.166666666667,211.766666666667,37.4666666666667,116.066666666667,51.1
0007CD72E3,565.066666666667,1632.6,1134.13333333333,170.666666666667,0,816.533333333334,997.233333333333,304.8,691,248.933333333333
0007CD77C5,556.733333333334,1272.9,727.566666666667,195.166666666667,816.533333333334,0,935.933333333332,158.933333333333,2784.1,214.3
0007CDE223,631.833333333334,2069.56666666667,816.533333333334,211.766666666667,997.233333333333,935.933333333332,0,330.133333333333,873.166666666667,337.666666666666
0007CDEC0B,166.7,170.033333333333,184.166666666667,37.4666666666667,304.8,158.933333333333,330.133333333333,0,135.833333333333,152.233333333333
0007CDEEE2,465.233333333334,849.466666666666,456.833333333333,116.066666666667,691,2784.1,873.166666666667,135.833333333333,0,226.9
0007CE0327,62.4666666666667,267.866666666667,186.566666666667,51.1,248.933333333333,214.3,337.666666666666,152.233333333333,226.9,0
