ID,0007AC2B02,0007CB0942,0007CB44CE,0007CB7051,0007CD6778,0007CD765E,0007CD77C5,0007CDADED,0007CDC443,0007CDDBAF
0007AC2B02,0,0.576187937561501,0.750532881432931,1.87261515331237,1.41657216640141,1.37374249431432,0.936409961569529,0.734631231939324,0.845658556672457,1.79218534924528
0007CB0942,0.576187937561501,0,0.960869463694221,0.64714230198993,1.66224789943362,0.293605821989335,2.07210337674153,1.89394770240021,0.393190964652343,1.01165758362147
0007CB44CE,0.750532881432931,0.960869463694221,0,2.2686189090599,0.809560805038807,0.682604889369439,1.80622294791713,0.374456345076199,0.800855931784193,0.543793967259881
0007CB7051,1.87261515331237,0.64714230198993,2.2686189090599,0,0.813377140548327,0.828804706838924,0.959516393263525,1.05828044649764,0.539173702512267,1.38863056798877
0007CD6778,1.41657216640141,1.66224789943362,0.809560805038807,0.813377140548327,0,3.20124793786753,0.603750309896054,0.312926229574442,1.03207423833733,0.953129503958296
0007CD765E,1.37374249431432,0.293605821989335,0.682604889369439,0.828804706838924,3.20124793786753,0,0.619175412228623,1.47476175470356,0.409580314100669,2.24222819839961
0007CD77C5,0.936409961569529,2.07210337674153,1.80622294791713,0.959516393263525,0.603750309896054,0.619175412228623,0,0.721116011900438,1.83237765217519,0.342184206630226
0007CDADED,0.734631231939324,1.89394770240021,0.374456345076199,1.05828044649764,0.312926229574442,1.47476175470356,0.721116011900438,0,2.48916146824437,1.09013528656204
0007CDC443,0.845658556672457,0.393190964652343,0.800855931784193,0.539173702512267,1.03207423833733,0.409580314100669,1.83237765217519,2.48916146824437,0,1.00192964286462
0007CDDBAF,1.79218534924528,1.01165758362147,0.543793967259881,1.38863056798877,0.953129503958296,2.24222819839961,0.342184206630226,1.09013528656204,1.00192964286462,0
