ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,31.25,40.05,9.55,32.45,10.35,37.35,133.4,35,30.5
0007CB0F67,31.25,0,8.45,0,15.25,33.8,66.2,9.3,16.35,15.2
0007CB48B4,40.05,8.45,0,42.05,18.2,16.25,0,0,34.35,10.05
0007CB6DFA,9.55,0,42.05,0,40.45,0,4.8,2.1,7.75,24.65
0007F29741,32.45,15.25,18.2,40.45,0,11.3,5.1,28.45,7.25,24
0007F2B88A,10.35,33.8,16.25,0,11.3,0,24.9,6,13.4,13.3
0007F2C687,37.35,66.2,0,4.8,5.1,24.9,0,17.6,25.8,8.45
0007F2EEFA,133.4,9.3,0,2.1,28.45,6,17.6,0,0,29.35
0007F2F26A,35,16.35,34.35,7.75,7.25,13.4,25.8,0,0,112.2
0007F2F283,30.5,15.2,10.05,24.65,24,13.3,8.45,29.35,112.2,0
