ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,13,38,17,38,6,31,93,31,44
0007CB0F67,13,0,14,16,28,23,32,13,30,22
0007CB48B4,38,14,0,34,18,9,34,26,45,23
0007CB6DFA,17,16,34,0,31,12,15,9,19,13
0007F29741,38,28,18,31,0,4,23,34,25,20
0007F2B88A,6,23,9,12,4,0,21,7,17,20
0007F2C687,31,32,34,15,23,21,0,21,49,11
0007F2EEFA,93,13,26,9,34,7,21,0,9,41
0007F2F26A,31,30,45,19,25,17,49,9,0,67
0007F2F283,44,22,23,13,20,20,11,41,67,0
