ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,90.7,585.35,9,19.25,0,58.6,265.35,19.15,28.7
0007CB0F67,90.7,0,38.05,4.05,82.15,21.1,69.15,18.75,18.7,5.15
0007CB48B4,585.35,38.05,0,64.35,19.3,18.55,14.75,187.4,35.5,10.55
0007CB6DFA,9,4.05,64.35,0,20.35,0,0,11.55,9.95,7.65
0007F29741,19.25,82.15,19.3,20.35,0,8.9,0,37.25,11.35,0
0007F2B88A,0,21.1,18.55,0,8.9,0,26.5,8.05,2.15,20.5
0007F2C687,58.6,69.15,14.75,0,0,26.5,0,29.8,23.55,1.65
0007F2EEFA,265.35,18.75,187.4,11.55,37.25,8.05,29.8,0,18.35,57.35
0007F2F26A,19.15,18.7,35.5,9.95,11.35,2.15,23.55,18.35,0,21.35
0007F2F283,28.7,5.15,10.55,7.65,0,20.5,1.65,57.35,21.35,0
