ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,3.70625,3.00909090909091,0,2.52,2.56666666666667,2.88,2.75294117647059,3.4125,2.58333333333333
0007CB0F67,3.70625,0,3.82916666666667,3.19166666666667,3.06666666666667,3.80882352941176,2.996,3.53,2.85,3.475
0007CB48B4,3.00909090909091,3.82916666666667,0,3.61388888888889,2.46875,4.90625,3.16666666666667,2.63,2.13125,10.84375
0007CB6DFA,0,3.19166666666667,3.61388888888889,0,2.8,3.5,2.57,0,2.2125,5.6
0007F29741,2.52,3.06666666666667,2.46875,2.8,0,2.65,2.575,2.68571428571429,0,3.18333333333333
0007F2B88A,2.56666666666667,3.80882352941176,4.90625,3.5,2.65,0,2.495,2.45,2.13333333333333,2.34444444444444
0007F2C687,2.88,2.996,3.16666666666667,2.57,2.575,2.495,0,3.45,2.78125,5.3875
0007F2EEFA,2.75294117647059,3.53,2.63,0,2.68571428571429,2.45,3.45,0,0,2.64090909090909
0007F2F26A,3.4125,2.85,2.13125,2.2125,0,2.13333333333333,2.78125,0,0,2.59423076923077
0007F2F283,2.58333333333333,3.475,10.84375,5.6,3.18333333333333,2.34444444444444,5.3875,2.64090909090909,2.59423076923077,0
