ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,12.4,26.75,27.4,14.75,11.05,70.9,27.35,12.6,13.9
0007CB0F67,12.4,0,27.7,15.7,106.6,21.15,176,2.35,13.6,10.6
0007CB48B4,26.75,27.7,0,27.2,46.65,50.4,44.95,26.45,16.35,33.55
0007CB6DFA,27.4,15.7,27.2,0,0,0,4.4,0,10.15,8.7
0007F29741,14.75,106.6,46.65,0,0,4.95,30.95,20.8,18.7,10.15
0007F2B88A,11.05,21.15,50.4,0,4.95,0,15.2,1.85,14.6,0
0007F2C687,70.9,176,44.95,4.4,30.95,15.2,0,21.05,209.55,0
0007F2EEFA,27.35,2.35,26.45,0,20.8,1.85,21.05,0,7.95,17.95
0007F2F26A,12.6,13.6,16.35,10.15,18.7,14.6,209.55,7.95,0,112.15
0007F2F283,13.9,10.6,33.55,8.7,10.15,0,0,17.95,112.15,0
