ID,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05,0007F2E42C
0007CB0AD4,0,0,0,0,0,0,0,0,0
0007CB2ED2,2,0,0,0,2,3,1,1,13
0007CB321B,0,0,0,0,0,0,0,0,0
0007CB39C9,1,0,0,0,0,0,0,0,0
0007F2B770,4,7,0,1,0,0,2,2,1
0007F2B957,4,1,1,0,0,0,0,1,0
0007F2BA9B,0,22,0,3,0,4,0,1,1
0007F2CA05,4,1,0,1,0,0,0,0,0
0007F2E42C,0,0,3,6,1,7,5,6,0
