Row,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,0,0,0,0,0,0,0,0,0
0007CB0942,0,0,0,2,0,0,0,0,0,0
0007CB30A6,0,0,0,0,0,0,0,0,0,0
0007CB486D,14,0,0,0,0,0,0,0,0,0
0007CD5116,2,0,0,0,0,0,0,0,0,0
0007CD86B3,0,0,0,0,0,0,0,0,0,0
0007CDC91B,15,0,0,4,0,0,0,0,0,0
0007CDDBAF,8,0,0,0,0,0,0,0,0,0
0007CDE223,8,0,0,0,0,0,0,0,0,2
0007CDEC0B,10,0,2,5,0,0,0,0,0,0
