ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,3,15,21,0
0007CB47A6,0,13,0,4,2,0
0007CB486D,0,37,4,0,5,0
0007CDEC0B,0,41,0,6,0,0
0007CDEEE2,0,2,0,0,0,0
