ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,19,1,71,0,30,28,74,70,48
0007CB0942,19,0,27,91,0,35,43,80,148,132
0007CB30A6,1,27,0,171,0,88,148,65,34,36
0007CB486D,71,91,171,0,24,237,248,446,190,244
0007CD5116,0,0,0,24,0,6,0,33,6,13
0007CD86B3,30,35,88,237,6,0,165,272,146,175
0007CDC91B,28,43,148,248,0,165,0,287,97,95
0007CDDBAF,74,80,65,446,33,272,287,0,352,247
0007CDE223,70,148,34,190,6,146,97,352,0,105
0007CDEC0B,48,132,36,244,13,175,95,247,105,0
