ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,0.885011890262192,2.92328628606547,3.69570250646232,0.705792208808276,0.859788449813556,4.01322901025564,1.42442757248253,1.22567749418215,1.03340638322143
0007CB0942,1.17303443467681,0,0.998025141009413,1.01606605960979,1.08563301128292,0.612909287509614,1.85890669073516,0.418154174421991,0.706926251973193,0.8524803363678
0007CB30A6,3.73165795923818,0.955404685196146,0,3.2038762153457,2.2880563771323,2.20372984306771,4.35439976541022,1.19525473388131,1.56166875159562,1.31442456150024
0007CB486D,3.29297740229256,0.699964732318109,2.27995567524414,0,0.825149409163877,1.69802919527644,3.09891493471259,1.06158259026745,1.34483513983871,1.49585232274518
0007CD5116,1.18305864433556,1.50318248457173,3.32831402032842,1.44908253278684,0,0.608376344155741,0.988739727280467,1.02757182439982,0.858170472062397,0.719098973417072
0007CD86B3,0.738721138669652,0.411248938474746,1.52468435641796,1.63518869034826,0.342092718491764,0,2.46654142847526,0.694538878058392,1.11638206846124,0.826907524519656
0007CDC91B,3.89377707329631,1.36791017311852,3.32289755586319,3.37640848307838,0.582073968594706,2.78847062901477,0,1.65076671402603,2.06946979227308,1.51463327670312
0007CDDBAF,1.5040382590084,0.330714455194042,0.983536927941947,1.25535085886783,0.629335627393907,0.850684011003096,1.79600136465897,0,1.03519504642154,0.534686557863547
0007CDE223,1.05149053186801,0.473821305234356,1.0792176174022,1.29300973880163,0.482308622948646,1.11460458863156,1.82772361949023,0.843948562540127,0,0.659588188114565
0007CDEC0B,0.932143457708495,0.592645277070117,0.944493491927156,1.51474110524738,0.411299315109295,0.869487358105913,1.40748326089884,0.457564547078922,0.694652531952195,0
