ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,59,6,103,0,52,99,102,127,65
0007CB0942,59,0,18,58,3,64,106,105,122,202
0007CB30A6,6,18,0,118,3,111,99,58,53,40
0007CB486D,103,58,118,0,14,198,198,232,141,194
0007CD5116,0,3,3,14,0,4,0,14,7,23
0007CD86B3,52,64,111,198,4,0,177,293,197,208
0007CDC91B,99,106,99,198,0,177,0,202,115,124
0007CDDBAF,102,105,58,232,14,293,202,0,438,189
0007CDE223,127,122,53,141,7,197,115,438,0,137
0007CDEC0B,65,202,40,194,23,208,124,189,137,0
