ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,0.158412733584459,0.174282055972197,0.15566968106881,0.113086677997124,0.0777426871895505,0.225873325820853,0.109995918673319,0.14882953695274,0.105490882868033
0007CB0942,0.103702539678702,0,0.0828059264678983,0.0562967511443563,0.138187998431168,0.0614306739437052,0.0839820732724877,0.0613448387875963,0.111529759597617,0.182548676213042
0007CB30A6,0.115174006068152,0.0835918457788611,0,0.138318261322615,0.139990210474792,0.100930581958668,0.087311076893962,0.0697906862459291,0.0584916034938119,0.025569176882662
0007CB486D,0.202255611831687,0.111732771992023,0.271940735321017,0,0.211923127206171,0.172993193107255,0.157435204858453,0.161895401427632,0.173374557189086,0.18481508189966
0007CD5116,0.0171613364018729,0.0275633670595598,0.0261569416498994,0.0205078248548258,0,0.023034868181266,0.026795468426078,0.0181410806353543,0.0185777769765366,0.0181106418048831
0007CD86B3,0.12259600855827,0.147979909889948,0.240845070422535,0.209966134494436,0.180125403762113,0,0.229451789662024,0.227279920705653,0.253779103831835,0.267322550736582
0007CDC91B,0.317405441995963,0.180275500406234,0.185659411011524,0.170276506270701,0.304943710230054,0.204467406635187,0,0.205765498629841,0.131513714744138,0.159142886576697
0007CDDBAF,0.159633493297231,0.135996011522269,0.15326504481434,0.180836217483533,0.213215859030837,0.209166308947078,0.212505698875708,0,0.245197811409874,0.159029566292366
0007CDE223,0.199584174453323,0.228469606322476,0.118693982074264,0.178947564288638,0.201762114537445,0.215812227877599,0.125504296737232,0.226571935465063,0,0.141835788606161
0007CDEC0B,0.123780627848224,0.32720289533939,0.0453996707517834,0.166908563134978,0.172099853157122,0.198909977310358,0.132884878409648,0.128578448929276,0.124104237463831,0
