ID,0007AC2B02,0007CB0942,0007CB44CE,0007CB7051,0007CD6778,0007CD765E,0007CD77C5,0007CDADED,0007CDC443,0007CDDBAF
0007AC2B02,0,0.866102548775849,4.11542796699488,0.722399232792843,1.16095252856964,10.9225803704137,4.48426509270957,1.00357535902469,0.969019514847473,0.930676059924209
0007CB0942,1.29282153776602,0,2.86566994241696,0.787714706718365,1.58857154423521,2.74082062270835,1.49035452793359,1.85789857599723,0.466129190830995,0.124952816859896
0007CB44CE,7.10527172807947,3.89807800552733,0,12.1046645932475,7.95247959137821,2.23617468767942,8.32419689771502,4.19260227832339,6.71777487626121,0
0007CB7051,1.09644699287639,0.831663035578898,9.30526776585585,0,1.89113755879548,4.13831547897135,0.96491344333132,1.11027577877335,0.928383231982854,1.95672873765434
0007CD6778,1.83141858100503,1.88657071150154,6.46749801871303,2.06267550223571,0,5.77437711138482,4.2018169718606,0.99539916467988,2.35734163625275,0.289103880656358
0007CD765E,14.0013448259738,2.38230247499321,1.43817136523154,3.41688959272872,4.60540492101911,0,1.40969912079949,0.896911968579448,1.49377314049911,0.879980183840787
0007CD77C5,4.39055357636927,1.02096620169458,4.78296187366323,0.636997825812429,2.63192721488692,1.07976993262224,0,1.83859767112302,1.50956262306382,0.570345151900725
0007CDADED,1.20540400112586,1.50955766249045,2.56155032394389,0.859408248481462,0.716879271766667,0.910237864639485,2.25194372190512,0,5.90964983246378,0.316470487021644
0007CDC443,1.27533808151604,0.468017432799285,4.45690884992316,0.8565936223337,1.84369577598234,1.71713444573826,2.02224020299775,6.54246761751282,0,0.611692091789169
0007CDDBAF,1.35684021224606,0.118610127963113,0,1.88939355802601,0.284960317918979,1.03129829363789,0.84391110783229,0.396386655283102,0.696179425363704,0
