ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,225.9,307.766666666666,1121.06666666667,63.2,474.5,769.866666666667,550.3,753.933333333334,630.933333333333
0007CB0942,225.9,0,68.3,251.8,34.7,283.266666666667,275.233333333334,118.033333333333,364.533333333333,421.7
0007CB30A6,307.766666666666,68.3,0,336.266666666666,38.6333333333333,429.866666666667,275.3,145.266666666667,339.833333333333,275.7
0007CB486D,1121.06666666667,251.8,336.266666666666,0,107.533333333333,1208.83333333333,789.933333333333,554.966666666667,1066.66666666667,1192.8
0007CD5116,63.2,34.7,38.6333333333333,107.533333333333,0,86.1,41.4666666666667,77.3666666666667,135.633333333333,105.7
0007CD86B3,474.5,283.266666666667,429.866666666667,1208.83333333333,86.1,0,1183.93333333333,687.333333333333,1652.36666666667,1235.26666666667
0007CDC91B,769.866666666667,275.233333333334,275.3,789.933333333333,41.4666666666667,1183.93333333333,0,497.033333333334,979.233333333333,713.8
0007CDDBAF,550.3,118.033333333333,145.266666666667,554.966666666667,77.3666666666667,687.333333333333,497.033333333334,0,932.433333333333,475.033333333333
0007CDE223,753.933333333334,364.533333333333,339.833333333333,1066.66666666667,135.633333333333,1652.36666666667,979.233333333333,932.433333333333,0,1099.56666666667
0007CDEC0B,630.933333333333,421.7,275.7,1192.8,105.7,1235.26666666667,713.8,475.033333333333,1099.56666666667,0
