ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,44,16,60,3,33,100,46,56,38
0007CB0942,25,0,19,36,5,32,58,36,40,40
0007CB30A6,24,14,0,40,2,37,49,31,20,9
0007CB486D,71,27,51,0,6,82,95,102,70,62
0007CD5116,3,3,4,5,0,2,14,11,10,7
0007CD86B3,31,24,38,94,5,0,124,106,92,72
0007CDC91B,54,27,36,66,9,82,0,104,61,37
0007CDDBAF,38,24,28,99,5,99,153,0,121,42
0007CDE223,63,42,29,83,9,86,75,98,0,30
0007CDEC0B,29,72,13,70,7,69,74,94,50,0
