ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,78,39,176,19,94,159,199,251,51
0007CB0942,78,0,25,92,5,88,161,104,110,177
0007CB30A6,39,25,0,88,3,99,149,83,30,30
0007CB486D,176,92,88,0,19,228,215,391,176,208
0007CD5116,19,5,3,19,0,12,10,35,16,8
0007CD86B3,94,88,99,228,12,0,269,358,178,265
0007CDC91B,159,161,149,215,10,269,0,297,172,102
0007CDDBAF,199,104,83,391,35,358,297,0,419,185
0007CDE223,251,110,30,176,16,178,172,419,0,127
0007CDEC0B,51,177,30,208,8,265,102,185,127,0
