Mouse_RFID,Group_ID,mutant,Timestamp_base3,RC,authority,hub,eigenvector_centrality,constraint,pagerank,incloseness,outcloseness,instrength,outstrength,indegree,outdegree,transitivity,summed cocitation,summed bibcoupling,summed insubcomponent,summed outsubcomponent,summed injaccard,summed outjaccard
0007AC2B02,1,False,0,True,-0.14768464619337318,0.4314656340044867,-0.04270325139033948,0.027393983940691757,0.0013371334342839325,0.01200592885375494,0.02887606948405496,-192.0,-21.0,0,0,-0.05555555555555547,-2,-2,0,0,-0.20000000000000107,-0.20000000000000018
0007CB0942,1,False,0,False,0.1209623130009212,0.14483481803383946,0.12493919794844865,0.0784167979316373,0.009158830700013706,0.07846153846153847,0.05975886772671676,-36.0,-11.0,0,1,0.0,-3,7,0,0,-0.34126984126984183,1.1940476190476188
0007CB44CE,1,False,0,False,0.12087194148725294,-0.10382991749053028,0.04789136390351012,0.05164864593198487,-0.010403588111217096,0.046538461538461535,0.060112149532710275,-109.0,-287.0,1,-2,-0.031746031746031744,0,-9,0,0,-0.6416666666666666,-0.6138888888888889
0007CB7051,1,False,0,False,0.09493435307258707,0.19939429091122568,0.08590635070223052,0.036890893327133856,0.008755760625694525,0.02939148735440328,0.007824726134585291,-79.0,-26.0,0,0,0.0357142857142857,-5,0,0,0,-0.8416666666666677,0.155555555555555
0007CD6778,1,False,0,False,0.04864446965649652,-0.021503417184280837,0.04284877616095725,0.05414136790387075,-2.342517380099496e-05,0.07260360645365391,0.06776061776061774,-36.0,-82.0,-1,-1,0.19999999999999996,-6,-3,0,0,-0.9531746031746025,-0.21825396825396748
0007CD765E,1,False,0,False,-0.11930771707191429,-0.007464880035079974,-0.1209492383502842,0.02447792982866026,-0.016638007588823354,0.07940051020408163,0.0717391304347826,-93.0,-56.0,-2,0,0.09999999999999998,-12,1,0,0,-1.5392857142857155,0.06666666666666643
0007CD77C5,1,True,0,True,0.2512102208535254,0.010787901115322018,0.11012639349361031,0.05689959134183653,0.0031182722342639746,0.04097706879361915,0.03433583959899749,-126.0,-164.0,0,0,-0.04761904761904756,-2,-1,0,0,-0.20952380952380967,-0.05000000000000071
0007CDADED,1,False,0,False,-0.006131675968539807,-0.026617113697709416,0.013239803409700934,0.024949662681992724,0.001963518582328863,0.033135775862068964,0.03733766233766234,-64.0,-94.0,0,0,-0.05714285714285716,-2,-3,0,0,-0.287698412698413,-0.38333333333333286
0007CDC443,1,False,0,False,0.03306359258743907,-0.023604598599938076,0.02920346807999702,0.06851222380777727,-0.00046706590911341217,0.06632564591642101,0.061827956989247326,-53.0,-73.0,0,0,0.2666666666666667,0,2,0,0,0.19444444444444375,0.46111111111111125
0007CDDBAF,1,False,0,False,0.06429327825489162,0.152932899887663,0.06666530757748762,0.04093854434362709,0.0031985712063698213,0.03981361330659432,0.008791208791208788,-68.0,-42.0,0,0,0.06666666666666676,-2,2,0,0,-0.2777777777777777,0.4992063492063492
0007CB2224,2,False,0,False,0.024509237428150504,0.044092360374866205,0.053687475296419526,-0.1844845548256242,0.006638439908765621,0.05937500000000001,0.13392857142857145,-19.0,-14.0,0,0,,0,2,0,0,-0.05714285714285716,0.1968253968253968
0007CB3491,2,False,0,False,-0.1412046249210271,-0.22272693745285965,-0.12215870048287919,-0.005128102667079526,-0.007703993598201023,0.10317460317460317,0.06392045454545456,-149.0,-159.0,-1,0,0.1071428571428572,-5,2,0,0,-0.6321428571428571,0.2500000000000009
0007CB4837,2,True,0,False,-0.07046563369989967,-0.48316072751914285,-0.05644921752788312,-0.08650767775635382,-0.009359729936714314,0.09782608695652174,0.17160367722165473,-142.0,-292.0,-1,-1,-0.01904761904761898,-2,-9,0,0,-0.22420634920634885,-1.5833333333333321
0007CB6AB4,2,False,0,True,-0.25157870677561744,0.0,-0.0074803473826470235,-0.017993560536185282,0.02603615624206193,0.21144372868510802,-0.02111111111111111,-250.0,-200.0,-1,0,0.1071428571428572,-4,3,0,0,-0.4277777777777789,0.3472222222222232
0007CD5116,2,False,0,False,-0.07373425402435423,-0.07179524963964345,-0.06187625167785875,-0.03175461707208016,-0.011423196157265118,0.08571428571428572,0.022575250836120414,-57.0,-55.0,-1,-1,0.16666666666666663,-7,-6,0,0,-1.079365079365079,-0.823809523809524
0007CDE223,2,False,0,False,0.13784353574617147,-0.13671320163943587,0.150615091140815,-0.03747618908547745,0.027001731271488055,0.12668621700879767,0.029254701648479237,-16.0,-109.0,2,1,0.11428571428571432,11,2,0,0,1.7833333333333332,0.5138888888888893
0007CDE4F0,2,False,0,False,-0.07919992580246908,-0.10796113706573753,-0.07443129691386446,0.014773045027426157,-0.0062797192438552515,0.035117056856187295,0.15988779803646566,-53.0,-84.0,1,0,0.0,3,-3,0,0,0.47579365079365044,-0.10555555555555562
0007CDEAA7,2,False,0,False,-0.10755139489781551,-0.08825578927554267,-0.07418701326442939,-0.050420997652504795,-0.00460254205806547,0.08252895752895753,0.0,-111.0,-83.0,1,1,0.09999999999999998,3,4,0,0,0.738095238095239,0.8853174603174603
0007CDEC0B,2,False,0,True,0.022585021666991167,-0.2423177933702173,0.014004972182322106,-0.06339847556789524,0.007848726594277988,0.005357142857142866,0.035117056856187295,-224.0,-196.0,0,0,0.13333333333333341,-1,-2,0,0,-0.2202380952380949,-0.2361111111111116
0007CDEEE2,2,False,0,True,-0.4544386918883686,-0.06408958692608047,-0.2789835609360367,-0.12365494197406057,-0.02815587302249231,-0.072938689217759,0.13463969658659924,-327.0,-156.0,0,0,0.09999999999999998,0,-1,0,0,-0.03968253968253954,-0.1984126984126986
0007CB0942,3,False,0,False,0.014331720183192197,0.009160223951775695,0.028850534941624845,0.029720529082783942,0.0033365705630196175,0.02785145888594162,0.008936170212765937,-3.0,10.0,-1,1,,-3,4,-28,28,-0.35119047619047605,0.46071428571428563
0007CD38E5,3,False,0,False,-0.1634883255295183,-0.25052724164747897,-0.17067489891741638,0.0762675991465388,-0.040970757597010854,-0.04542083796811272,0.04022988505747127,-245.0,-200.0,0,0,0.0,-2,0,0,0,-0.35714285714285676,0.05357142857142794
0007CD81D3,3,False,0,True,0.1871777925122926,-0.39307052040775037,0.10685592588084059,-0.022907280815856357,-0.002147939755773126,0.028282828282828285,-0.05510777881911902,-154.0,-211.0,0,-1,0.0,-1,-3,0,0,-0.35714285714285676,-0.35714285714285676
0007CD86B3,3,False,0,True,-0.23054220612355325,0.0963197893630704,-0.06309212783621587,0.10457227796241875,-0.020235924273416583,0.044327983404301774,0.002941176470588225,-311.0,-138.0,0,0,0.0,-2,0,0,0,-0.35714285714285676,0.05357142857142794
0007CDC395,3,True,0,False,0.061724747923864426,0.05088789737514013,0.054272464344553406,0.13536481721360183,0.0123148517554496,0.11917562724014337,0.03348214285714285,1.0,11.0,-1,-1,0.33333333333333326,-5,0,0,0,-1.0535714285714288,0.09166666666666679
0007CDC91B,3,False,0,False,-0.009829567457865729,-0.10958340259941934,-0.018681853842074436,0.06666454004996492,-0.0005773843312335825,-0.0875,0.027096774193548404,-55.0,-49.0,0,-1,0.0,0,-4,0,0,-0.26190476190476186,-0.5476190476190483
0007CDDBAF,3,False,0,True,0.2249329030318148,0.009745878363374816,0.25182385434124327,0.08451720606492974,0.056328518277021025,-0.11290322580645161,-0.012500000000000011,79.0,-47.0,1,1,-0.06666666666666665,2,3,0,0,0.4761904761904754,0.75
0007CE0327,3,False,0,False,-0.03758394059203379,-0.18694652808324885,-0.034369974404465375,0.14294063982698302,-0.00804793463805617,0.0017921146953405048,0.05560283687943261,-63.0,-127.0,0,0,-0.2666666666666666,-5,0,0,0,-1.2738095238095237,0.14285714285714413
0006CB224,4,False,0,False,0.08732463971658756,0.04952875336930969,0.0926521405373276,0.0042880286614294105,0.011041149651819987,-0.05049088359046283,0.017045454545454558,21.0,-1.0,0,-1,,0,-3,0,-45,-0.19999999999999996,-0.46666666666666656
0007ABF555,4,True,0,False,0.15794194928275657,0.048748257864779654,0.11460329786619522,0.1560971230675765,0.012788881803658628,0.03113109650639917,-0.029308005427408412,20.0,1.0,-1,2,-0.023809523809523836,-4,5,0,0,-0.13611111111111196,0.2361111111111116
0007AC2B02,4,False,0,False,0.13454607913985595,0.0,0.008946571079481158,0.01871995541726179,-0.031939190937536804,0.010214697815189633,-0.0029227896403345027,-99.0,-106.0,-1,0,-0.0714285714285714,-1,2,0,0,0.12777777777777732,0.12222222222222179
0007ACA781,4,False,0,True,0.16525503017493437,0.1383590814805593,0.10406828784520561,-0.029269909498908286,-0.00909970277301439,0.012814428096820124,0.04863221884498481,-39.0,-28.0,0,0,-0.0714285714285714,0,1,0,0,-0.02777777777777768,0.12222222222222179
0007CB7051,4,False,0,True,0.0,0.2332299441873099,0.0,-0.23317908376143337,-0.018209112592859567,-0.020396270396270386,-0.1017391304347826,-107.0,-35.0,0,0,-0.0714285714285714,0,1,0,0,-0.02777777777777768,0.12222222222222179
0007CD6778,4,False,0,False,0.05587180631605809,0.07527150691566947,0.0428692540286843,0.046553866630461016,0.005068492935536725,0.036316947909024205,-0.0215311004784689,-4.0,-21.0,0,-1,-0.004761904761904745,-1,-6,0,0,-0.4563492063492065,-0.9682539682539675
0007CD765E,4,False,0,False,0.030867770805928438,0.020107192607198787,0.025927019721694977,-0.020918438023398322,0.0007279010646345022,-0.05540355677154582,0.04970087436723425,-2.0,-20.0,1,-1,0.0,3,-6,0,0,0.06349206349206327,-0.7619047619047628
0007CDADED,4,False,0,False,0.18992174621397173,0.3424021047920342,0.19906328561878772,0.19707717841246042,0.0260492443640693,0.02745762711864405,-0.036316947909024205,44.0,95.0,2,2,0.2666666666666666,11,6,0,0,1.7599206349206336,0.8928571428571423
