Mouse_RFID,Group_ID,mutant,Timestamp_base1,RC,authority,hub,eigenvector_centrality,constraint,pagerank,incloseness,outcloseness,instrength,outstrength,indegree,outdegree,transitivity,summed cocitation,summed bibcoupling,summed insubcomponent,summed outsubcomponent,summed injaccard,summed outjaccard,out persistance
0007CB2224,2,False,0,False,0.10161710272524516,0.07472484729788426,0.11046744820483619,0.35215464490447745,0.03585124736062572,0.2571428571428571,0.24324324324324326,37.0,29.0,0,0,,0,0,0,0,1.0,1.0,0.0
0007CB3491,2,False,0,False,0.5005696245453433,0.4000709627512393,0.5914681507521352,0.53129064091245,0.10834498120336845,0.225,0.2,165.0,139.0,3,1,0.6666666666666666,7,2,45,45,2.8928571428571432,2.301190476190476,1.0
0007CB4837,2,True,0,False,0.6314216471941136,1.0,0.828278358118597,0.5551561864364275,0.14403011926025858,0.1836734693877551,0.16071428571428573,213.0,317.0,3,5,0.4,8,10,45,45,3.904761904761905,3.587301587301587,1.0
0007CB6AB4,2,False,0,True,1.0,0.7561305339776346,0.9999999999999999,0.5659613272829591,0.1647123540874741,0.24324324324324326,0.17307692307692307,279.0,293.0,5,6,0.2857142857142857,9,8,45,45,3.9880952380952377,3.390873015873016,3.0
0007CD5116,2,False,0,False,0.10891407911992348,0.07941927235497648,0.09945194587586828,0.4159624470098958,0.03463025672023369,0.25,0.3,41.0,35.0,2,2,0.0,5,3,45,45,2.7190476190476187,2.202380952380952,1.0
0007CDE223,2,False,0,False,0.2009157438827664,0.24648959506741708,0.24752151936071642,0.4677455688816869,0.06093861052585926,0.3103448275862069,0.15254237288135594,72.0,100.0,1,1,1.0,5,2,45,45,2.542857142857143,1.819047619047619,0.0
0007CDE4F0,2,False,0,False,0.0629098037640284,0.15381939733531066,0.07824259085389262,0.4065780915341319,0.02958990148956719,0.14754098360655737,0.225,23.0,57.0,2,2,0.0,6,5,45,45,2.9690476190476187,2.6190476190476186,1.0
0007CDEAA7,2,False,0,False,0.4098440181288854,0.3325100254807817,0.44567851623952714,0.5452124425562226,0.08140769867486747,0.2727272727272727,0.1956521739130435,123.0,112.0,2,1,1.0,9,4,45,45,3.283333333333333,2.2690476190476194,1.0
0007CDEC0B,2,False,0,True,0.8873307978826572,0.6625137982296776,0.9975469214560773,0.670759968715067,0.17415192975426558,0.13043478260869565,0.21951219512195122,283.0,226.0,3,3,1.0,11,8,45,45,4.133333333333333,3.375,2.0
0007CDEEE2,2,False,0,True,0.8143708914362706,0.5542740779832603,0.9164954967837037,0.5288987484780228,0.16634290092347992,0.13432835820895522,0.18,272.0,200.0,3,3,0.6666666666666666,6,8,45,45,3.0285714285714285,3.4702380952380953,3.0
0007CB0942,3,False,0,False,0.030068239019459743,0.10715327637703066,0.036624684851455945,0.384502566164666,0.028793114857908187,0.7777777777777778,0.2692307692307692,9.0,17.0,0,0,,0,0,0,0,1.0,1.0,0.0
0007CD38E5,3,False,0,False,0.5427082248445894,1.0,0.7710820426987206,0.7059555858814759,0.19466969094177522,0.25,0.2413793103448276,154.0,158.0,6,5,0.6666666666666667,18,16,28,28,5.142857142857142,5.166666666666666,5.0
0007CD81D3,3,False,0,True,0.6529361018282144,0.917444853820941,0.8314376505248264,0.8233556930660755,0.2169163996052512,0.3181818181818182,0.22580645161290322,183.0,152.0,6,5,0.6666666666666667,18,15,28,28,5.142857142857142,4.904761904761905,3.0
0007CD86B3,3,False,0,True,1.0,0.786475809778614,1.0,0.7280263977543938,0.2901849034099157,0.12962962962962962,0.21875,282.0,181.0,6,6,0.6666666666666667,17,17,28,28,5.142857142857142,5.142857142857142,6.0
0007CDC395,3,True,0,False,0.09878310087486207,0.12563501462466817,0.12670705514691472,0.5822483494742182,0.04758993335888311,0.25925925925925924,0.35,27.0,22.0,2,3,1.0,9,15,28,28,3.2523809523809524,4.366666666666667,2.0
0007CDC91B,3,False,0,False,0.25968881263296345,0.5082482761798405,0.3344062991583593,0.6909521306500044,0.09409186770016467,0.4666666666666667,0.25925925925925924,70.0,72.0,3,3,1.0,13,15,28,28,4.0476190476190474,4.604761904761904,3.0
0007CDDBAF,3,False,0,True,0.12361599758191218,0.5692293779784658,0.15854990511572287,0.6523891529729722,0.05595042186511715,0.23333333333333334,0.25925925925925924,33.0,95.0,3,4,1.0,13,17,28,28,4.314285714285714,4.919047619047619,3.0
0007CE0327,3,False,0,False,0.16942819411192747,0.7326572574160197,0.22432459879465852,0.7162501997341302,0.07180366826098475,0.2413793103448276,0.3181818181818182,48.0,109.0,3,3,1.0,12,15,28,28,3.814285714285714,4.666666666666666,3.0
0006CB224,4,False,0,False,0.06602131799560575,0.09041394818766423,0.06787808906226028,0.3196613518863349,0.03309149740582199,0.3333333333333333,0.5,19.0,27.0,0,1,,0,2,0,45,1.25,1.453968253968254,0.0
0007ABF555,4,True,0,False,0.3180092879042636,0.4037309694856109,0.39647851050926297,0.49894458090501737,0.09461947682777302,0.28125,0.28125,81.0,76.0,5,2,0.5238095238095238,14,7,45,45,3.4801587301587302,3.2555555555555555,1.0
0007AC2B02,4,False,0,False,0.6454833072125324,1.0,0.8878471817880589,0.5496037410429048,0.19861788156558996,0.20930232558139536,0.2647058823529412,179.0,180.0,6,7,0.5714285714285714,17,19,45,45,4.724206349206349,4.694444444444444,6.0
0007ACA781,4,False,0,True,0.4467456942612229,0.6089240064756946,0.5260868506293931,0.5326873122940277,0.13077032913336475,0.1875,0.28125,118.0,126.0,5,5,0.6,18,17,45,45,4.765873015873016,4.537698412698413,4.0
0007CB7051,4,False,0,True,1.0,0.6513728886203067,1.0,0.5116195442390777,0.22187565851673297,0.23076923076923078,0.1836734693877551,224.0,162.0,7,7,0.5714285714285714,20,20,45,45,5.013888888888888,5.041666666666666,5.0
0007CD6778,4,False,0,False,0.18102077461974586,0.2805569582270845,0.214477903592078,0.4780582612454951,0.05469361482207808,0.375,0.2903225806451613,40.0,51.0,3,3,0.8333333333333334,13,15,45,45,3.792857142857143,4.161904761904762,2.0
0007CD765E,4,False,0,False,0.06959596295597038,0.1853916156460757,0.08246915766628969,0.3325860501305794,0.029991603092023287,0.45,0.3333333333333333,15.0,32.0,2,3,1.0,12,15,45,45,3.7416666666666667,4.083333333333333,2.0
0007CDADED,4,False,0,False,0.26737844005389216,0.29552127982822013,0.3025014955606659,0.49337234068399977,0.0850280683269496,0.3103448275862069,0.42857142857142855,72.0,63.0,3,3,0.5,10,14,45,45,3.3214285714285716,4.061904761904762,2.0
0007CDC443,4,False,0,False,0.31895171883141366,0.336135242168737,0.35669213017969226,0.48672030879029593,0.07930704813561176,0.47368421052631576,0.25,67.0,67.0,3,3,0.8333333333333334,16,15,45,45,4.416666666666666,4.261904761904762,2.0
0007CDEAA7,4,False,0,False,0.23772696380796837,0.45192725900128533,0.29579643595919947,0.49315632803766885,0.07200482217405457,0.375,0.36,56.0,87.0,3,3,0.8333333333333334,16,14,45,45,4.458333333333334,4.0285714285714285,1.0
0007CB0942,5,False,0,False,0.2199267511001759,0.4042008481323788,0.2335555397429222,0.4757283929009436,0.0474820217992089,0.3103448275862069,0.375,39.0,65.0,0,1,,0,4,0,45,1.1666666666666667,1.886111111111111,0.0
0007CB2224,5,False,0,False,0.5822871201686898,1.0,0.6907817500624048,0.5420207068675592,0.12468856740965459,0.2727272727272727,0.19148936170212766,121.0,160.0,5,7,0.4285714285714286,13,19,45,45,4.35515873015873,4.638888888888888,4.0
0007CB3491,5,False,0,False,0.7582071680855114,0.7319223077011779,0.76604767945571,0.4957692129547515,0.13691153061623107,0.23076923076923078,0.17647058823529413,152.0,122.0,5,3,0.3,14,11,45,45,3.8813492063492063,4.003571428571428,1.0
0007CB4837,5,True,0,False,0.2326714545053203,0.2999773363118549,0.2563708987026538,0.493500923429362,0.05311720607165866,0.2903225806451613,0.375,43.0,46.0,2,2,0.6666666666666666,7,8,45,45,2.6976190476190474,3.017857142857143,2.0
0007CD72E3,5,False,0,False,0.8283469632445006,0.9890456366995155,0.9244968834603058,0.6142381601890307,0.16694008257557116,0.20930232558139536,0.25,168.0,176.0,6,6,0.4666666666666667,16,17,45,45,4.583730158730159,4.7023809523809526,3.0
0007CD77C5,5,True,0,False,0.8128926562706542,0.8486466135161357,0.8082996972159713,0.5074040525945662,0.1391838965850106,0.20930232558139536,0.28125,154.0,146.0,4,3,0.5,15,9,45,45,4.178571428571429,3.4273809523809526,2.0
0007CDE223,5,False,0,True,1.0,0.5111907953977894,1.0,0.5441127062514591,0.15762219340142752,0.3,0.28125,177.0,93.0,3,4,0.6666666666666666,13,13,45,45,4.2595238095238095,3.831349206349206,2.0
0007CDEC0B,5,False,0,False,0.10027248756164595,0.11044995432818218,0.11560192810334433,0.29888045021920917,0.03126462511793165,0.3333333333333333,0.34615384615384615,18.0,19.0,3,2,0.6666666666666666,14,6,45,45,4.011904761904762,2.658333333333333,1.0
0007CDEEE2,5,False,0,False,0.5811905925613915,0.8828385811076989,0.6746455658843515,0.5168015615716799,0.11606126033764454,0.225,0.3,114.0,132.0,3,3,0.6666666666666666,10,10,45,45,3.5087301587301587,3.457142857142857,2.0
0007CE0327,5,False,0,False,0.07469628529036525,0.23132851931111492,0.0774990047896256,0.32926166668987233,0.026728616085661464,0.5294117647058824,0.3,14.0,41.0,3,3,0.6666666666666666,10,11,45,45,3.327380952380952,3.676190476190476,2.0
0007CB64B4,6,False,0,False,0.7478789375792665,1.0,0.9641134471636912,0.43656701443311513,0.17787897415329873,0.32142857142857145,0.375,75.0,89.0,6,5,0.4666666666666667,17,16,45,45,4.4222222222222225,4.734126984126984,5.0
0007CB7051,6,False,0,True,0.9529021571456203,0.45028345613053955,0.9635467231812149,0.44735124226702233,0.2029690103426196,0.375,0.375,98.0,51.0,9,7,0.3333333333333333,19,17,45,45,4.500000000000001,4.930555555555555,4.0
0007CD5116,6,False,0,False,0.06983577381152717,0.04270764039575169,0.07146770238905721,0.31308269052422555,0.02587582156244806,0.5,0.375,7.0,4.0,1,2,1.0,4,13,45,45,2.019047619047619,3.8079365079365077,1.0
0007CD765E,6,False,0,False,0.013335927410098862,0.08331303128652534,0.020181532982605818,0.4543853442585224,0.023260285149326362,0.3333333333333333,0.47368421052631576,3.0,18.0,1,2,1.0,6,10,45,45,2.5583333333333336,3.125,0.0
0007CD86B3,6,False,0,False,1.0,0.7986248083227695,1.0,0.5117908781374481,0.17744283444780806,0.3333333333333333,0.3103448275862069,86.0,88.0,4,5,0.7,15,18,45,45,4.452380952380952,4.740079365079365,4.0
0007CDAD6B,6,False,0,False,0.18718675715287772,0.08091465458500206,0.21232846697961064,0.33046173942063184,0.05057802389225202,0.3,0.47368421052631576,17.0,9.0,3,2,0.6666666666666666,12,13,45,45,3.4369047619047617,4.194047619047619,2.0
0007CDADED,6,False,0,False,0.1857974364770504,0.17515999581574704,0.19029935634020362,0.40745448187557665,0.05899065171381705,0.4090909090909091,0.4090909090909091,22.0,27.0,1,2,1.0,4,10,45,45,2.158333333333333,3.1567460317460316,2.0
0007CDC395,6,True,0,False,0.5160980794221793,0.5255947714586703,0.5815692788727469,0.466861863527147,0.13072346555415892,0.45,0.19148936170212766,55.0,49.0,4,4,0.6666666666666666,16,18,45,45,4.452380952380952,4.910714285714286,4.0
0007CDC443,6,False,0,False,0.1228050530844676,0.21439892078239486,0.15873047305070387,0.4035761755449885,0.06598927713911878,0.42857142857142855,0.391304347826087,25.0,23.0,3,3,0.5,10,13,45,45,3.384126984126984,3.9547619047619045,1.0
0007CDE4F0,6,False,0,False,0.30248856597610285,0.747730927940434,0.3976510224571832,0.4327068425944533,0.08629165604515229,0.28125,0.5,37.0,67.0,3,3,0.8333333333333334,11,16,45,45,3.5464285714285713,4.604761904761904,3.0
0007ABF555,7,True,0,False,0.3085844479439684,0.30267936403642454,0.31249682393744177,0.5566249762573354,0.08028229590890767,0.21951219512195122,0.1956521739130435,140.0,132.0,3,2,0.3333333333333333,6,3,45,45,2.841269841269841,2.511111111111111,0.0
0007ACA781,7,False,0,False,0.22496138547024908,0.36966582058983144,0.2750282263710084,0.6291956329069838,0.07083655690651847,0.23076923076923078,0.15254237288135594,110.0,133.0,2,2,0.0,3,4,45,45,2.2206349206349207,2.463492063492063,2.0
0007CB2224,7,False,0,False,0.16373757164436756,0.3797920728848785,0.22355258941550374,0.41316354284358225,0.05286886510304261,0.28125,0.2,73.0,107.0,1,1,,2,2,45,45,1.7916666666666665,1.825,0.0
0007CD38E5,7,False,0,True,0.787609984139491,0.6599864571466024,0.8803798760751733,0.5958921009692734,0.15912430705349578,0.14754098360655737,0.140625,295.0,225.0,3,4,0.6666666666666666,10,12,45,45,3.8142857142857145,3.8571428571428568,3.0
0007CD72E3,7,False,0,True,1.0,0.6148111740910042,1.0,0.5571549821510693,0.21268654155970562,0.05660377358490566,0.11538461538461539,427.0,260.0,6,6,0.4,14,13,45,45,4.44047619047619,4.257936507936508,4.0
0007CD7FB2,7,True,0,False,0.3472598027575941,1.0,0.5079822923833608,0.5785514138183999,0.11038927045976064,0.15,0.1232876712328767,173.0,297.0,3,4,0.5,10,11,45,45,3.866666666666667,3.7404761904761905,3.0
0007CD81D3,7,False,0,True,0.5348180441124119,0.9132423359917327,0.7498084779785621,0.5651998549088331,0.14838538464951445,0.09278350515463918,0.15517241379310345,255.0,253.0,4,3,0.6666666666666666,12,9,45,45,3.9345238095238093,3.6333333333333337,2.0
0007CDEAA7,7,False,0,False,0.24011351070968187,0.4338611061846348,0.31110438582251126,0.49039229628056047,0.08045082253548713,0.32142857142857145,0.1836734693877551,127.0,128.0,3,3,0.6666666666666666,9,9,45,45,3.4857142857142858,3.455952380952381,1.0
0007CDEEE2,7,False,0,False,0.08172155917048986,0.1935816711624832,0.10799259802065818,0.41987544925484055,0.035208278305621045,0.3333333333333333,0.18,39.0,64.0,3,3,0.5,9,9,45,45,3.370238095238095,3.376190476190476,2.0
0007CE0327,7,False,0,False,0.17857036583021457,0.3059822131161444,0.20615951996429732,0.49729201285428454,0.049767677517946605,0.3103448275862069,0.17647058823529413,69.0,109.0,3,3,0.3333333333333333,7,8,45,45,3.136904761904762,3.361904761904762,1.0
0007CA3A3A,8,False,0,False,0.4632309144571568,0.44008699732033896,0.48851059852864054,0.5021086038036945,0.08770466448202725,0.10588235294117647,0.13432835820895522,167.0,153.0,1,1,0.0,1,1,38,6,1.6166666666666667,1.7833333333333332,1.0
0007CB0942,8,False,0,False,0.27027721706829766,0.22807435053102187,0.2707695396118301,0.3501355020046217,0.04995520858348792,0.09,0.1125,88.0,80.0,0,0,,0,0,1,1,1.0,1.0,0.0
0007CB30A6,8,False,0,False,0.36079188937157386,0.2937436157471992,0.37634125870401347,0.4706325667205597,0.06987029210903144,0.1111111111111111,0.11688311688311688,131.0,95.0,1,0,,0,0,44,2,1.25,1.5,0.0
0007CB486D,8,True,0,False,0.5706419610272137,0.7712755009977105,0.6054917797714066,0.5590416448750724,0.105555271285243,0.10714285714285714,0.1232876712328767,210.0,265.0,1,3,0.16666666666666666,1,5,38,44,2.15,2.5190476190476194,3.0
0007CD5116,8,False,0,False,0.05115467491421258,0.10626591853736879,0.048724891173318,0.31726547021522095,0.021569286058685095,0.15,0.16981132075471697,17.0,42.0,2,1,0.0,2,0,42,6,2.0833333333333335,2.033333333333333,0.0
0007CD86B3,8,False,0,True,0.8589232154753257,0.7610287104788725,0.8688964057169033,0.48944203390605895,0.14502380486628755,0.08490566037735849,0.057692307692307696,310.0,279.0,4,4,0.5,6,6,38,44,3.5333333333333337,3.552380952380952,3.0
0007CDC91B,8,False,0,False,0.9999999999999999,0.5990728322026793,0.9674776857136586,0.5255901473113412,0.15729004123506846,0.1232876712328767,0.06428571428571428,350.0,232.0,3,2,0.5,7,3,38,44,3.4000000000000004,2.583333333333333,1.0
0007CDDBAF,8,False,0,True,0.4151418418342209,0.48338945333935907,0.421134084477905,0.4649678466563954,0.07229337652100751,0.12,0.13043478260869565,139.0,173.0,1,2,0.0,3,3,38,44,2.3333333333333335,2.033333333333333,0.0
0007CDE223,8,False,0,False,0.9672704051490788,1.0,1.0,0.5380002452317801,0.18073469120359026,0.07317073170731707,0.08333333333333333,385.0,396.0,3,3,0.6666666666666666,7,7,38,44,3.666666666666667,3.7,3.0
0007CDEC0B,8,False,0,False,0.6090514384854355,0.8413563802650871,0.6506885405697811,0.655666240870305,0.11000336365557152,0.09574468085106383,0.15517241379310345,219.0,301.0,3,3,0.6666666666666666,7,7,38,44,3.666666666666667,3.7,2.0
0007CA3A3A,10,False,0,False,0.4570982681375755,0.5552088015982923,0.49978503482507175,0.4748825826364502,0.10696965346640104,0.11538461538461539,0.12857142857142856,118.0,109.0,4,6,0.2380952380952381,5,6,42,45,3.34563492063492,2.916269841269841,3.0
0007CB0942,10,False,0,False,0.257760200208632,0.4816799391216683,0.30542784896273406,0.4820130224917145,0.07302828399897097,0.20930232558139536,0.1875,65.0,88.0,1,2,0.0,5,5,42,45,2.8666666666666667,2.4857142857142853,1.0
0007CB2302,10,True,0,False,0.08523697624000144,0.23045078585880732,0.1274881684020815,0.4138873479678001,0.040970466730451925,0.2647058823529412,0.23076923076923078,25.0,46.0,1,1,,5,3,42,45,2.666666666666667,1.952380952380952,1.0
0007CB30A6,10,False,0,False,0.36608494846001977,0.19268017248488958,0.43873778956009424,0.46332625256920434,0.09473474223977295,0.12162162162162163,0.2903225806451613,99.0,36.0,3,0,0.3333333333333333,6,0,45,3,2.3726190476190476,1.7833333333333332,0.0
0007CB3713,10,False,0,False,0.14627311093195353,0.581500290134073,0.2246731618394091,0.42412134188025646,0.050918561698342996,0.24324324324324326,0.2,38.0,88.0,1,1,1.0,5,3,42,45,2.6000000000000005,1.9416666666666664,0.0
0007CB47A6,10,False,0,False,0.31012282886584436,0.8102575267984341,0.45754616328864495,0.555726530061236,0.10377549712832143,0.2903225806451613,0.10975609756097561,87.0,121.0,3,4,0.6666666666666666,9,9,42,45,3.8476190476190477,3.3571428571428568,1.0
0007CDDBAF,10,False,0,False,0.41437521412958916,0.9999999999999999,0.5876247963832142,0.5237642423493764,0.12075423414563023,0.13636363636363635,0.19148936170212766,118.0,144.0,4,2,0.5,7,5,42,45,2.9206349206349205,3.0444444444444443,2.0
0007CDE223,10,False,0,True,1.0,0.6459844245298618,1.0,0.5101438052189015,0.1959479854741828,0.140625,0.11392405063291139,225.0,152.0,3,4,0.5,6,9,42,45,3.1952380952380954,3.4714285714285715,3.0
0007CDEC0B,10,False,0,True,0.6418518472553009,0.9530301427377095,0.7852206378597774,0.5227116697642975,0.16532870754852302,0.11538461538461539,0.15,181.0,162.0,3,3,0.6666666666666666,11,7,42,45,4.114285714285714,3.155555555555556,2.0
0007CE0327,10,False,0,False,0.1437596629277752,0.22347553248336918,0.1845618474524911,0.3724434068737193,0.04757186756940253,0.23076923076923078,0.20930232558139536,37.0,47.0,3,3,0.5,11,7,42,45,4.038095238095238,3.1246031746031746,1.0
0007CA3A72,11,True,0,False,0.9495113954600718,0.514357518770678,0.918678862017073,0.502896764900961,0.11350712859252034,0.08571428571428572,0.0743801652892562,220.0,162.0,4,3,0.4,11,3,42,45,3.6071428571428568,2.623015873015873,2.0
0007CB0B74,11,False,0,False,0.699601443309427,0.693749643131467,0.7689308336746876,0.5477785202308736,0.10133431133593149,0.09183673469387756,0.09473684210526316,176.0,195.0,1,3,0.6666666666666666,2,10,42,45,2.1916666666666664,3.220238095238096,0.0
0007CB0DBC,11,True,0,False,0.8938754222446447,0.5758713464880381,0.9020044181443243,0.515490046903071,0.11298401674081446,0.08737864077669903,0.08653846153846154,212.0,170.0,3,3,0.5,8,4,42,45,3.3797619047619047,2.505952380952381,0.0
0007CB2407,11,True,0,False,0.2668678638321861,0.21504781468171713,0.272668575235055,0.38298528844369706,0.04553839731094648,0.14285714285714285,0.11842105263157894,67.0,61.0,1,0,,2,0,45,3,1.6166666666666667,1.25,0.0
0007F2B3FF,11,False,0,False,0.5824752381138361,0.8675218110977635,0.6614548534484337,0.5376089334040364,0.09067883522621877,0.1111111111111111,0.05844155844155844,152.0,246.0,2,4,0.6666666666666666,4,12,42,45,2.776190476190476,3.696428571428571,2.0
0007F2B59E,11,False,0,True,0.9185056096179941,1.0,1.0,0.4910850088769654,0.13292779330607413,0.04,0.07758620689655173,244.0,297.0,6,5,0.42857142857142855,13,12,42,45,4.089285714285714,4.29563492063492,1.0
0007F2B8A2,11,True,0,False,0.7939274043957436,0.8132530055182943,0.8731983981653341,0.5059776283004253,0.11922936593625649,0.0625,0.06666666666666667,210.0,244.0,4,3,0.4,10,9,42,45,3.416666666666666,3.6,3.0
0007F2B9FC,11,False,0,False,0.8889236281132591,0.530111554182587,0.8962348691033867,0.5271946515472008,0.11457540230517035,0.10588235294117647,0.0891089108910891,215.0,160.0,3,3,0.6666666666666666,7,11,42,45,3.046428571428571,3.861904761904762,2.0
0007F2E37E,11,False,0,True,1.0,0.5470917561483647,0.9849617285807551,0.5398534081894215,0.1200876157440769,0.06818181818181818,0.0967741935483871,233.0,165.0,3,3,0.5,8,10,42,45,3.2226190476190477,3.5714285714285716,0.0
0007F2ED4,11,False,0,False,0.3083382786951901,0.3268462656479251,0.3212193655813523,0.4264579690279056,0.04913713350199054,0.16363636363636364,0.09375,72.0,101.0,3,3,0.5,9,9,42,45,3.355952380952381,3.357142857142857,1.0
0007CB0A48,12,False,0,True,1.0,0.8667277762505394,1.0,1.0209119478464328,0.17056035654133464,0.056962025316455694,0.09574468085106383,1842.0,1434.0,9,8,0.3888888888888889,23,20,45,45,5.000000000000001,4.888888888888888,3.0
0007CB0AD4,12,False,0,False,0.6182316943157247,0.7912575924974838,0.673914879928202,1.0302799506901126,0.11272143636485527,0.06766917293233082,0.11392405063291139,1097.0,1149.0,3,2,1.0,19,16,45,45,4.766666666666667,4.733333333333333,2.0
0007CB2ED2,12,False,0,True,0.9481086532021923,0.995559237911088,0.9835119908743706,0.9051819501329781,0.16969259780840748,0.06382978723404255,0.027522935779816515,1790.0,1601.0,9,9,0.3888888888888889,22,22,45,45,5.000000000000001,5.0,6.0
0007CB321B,12,False,0,False,0.20632571136501388,0.406351250131662,0.2162831344585492,0.9351785423439897,0.04848275631851199,0.07692307692307693,0.06293706293706294,379.0,608.0,2,3,1.0,15,18,45,45,4.533333333333334,4.595238095238094,1.0
0007CB39C9,12,False,0,False,0.39211211373593474,0.6839526627210176,0.42532592034130484,1.0350587587369615,0.07753028349953045,0.125,0.060810810810810814,706.0,994.0,2,2,1.0,15,16,45,45,4.3,4.519047619047619,1.0
0007CB464C,12,True,0,False,0.5593251240061891,0.7560325934242331,0.6026561742993116,1.0378993161215333,0.10378607598009154,0.0782608695652174,0.1111111111111111,1011.0,1092.0,2,3,1.0,15,19,45,45,4.566666666666667,4.73968253968254,1.0
0007F2B770,12,False,0,False,0.26070604342398346,0.46970174633954054,0.27658277287179456,0.9584778883075261,0.0597218825886006,0.04225352112676056,0.11392405063291139,483.0,714.0,3,2,1.0,17,16,45,45,4.285714285714286,4.869047619047619,1.0
0007F2B957,12,True,0,False,0.9352699496179216,0.9999999999999999,0.967202088568621,0.9622333356142481,0.17157455678906253,0.06,0.05421686746987952,1818.0,1633.0,4,5,0.6,19,22,45,45,5.138095238095238,5.123809523809524,3.0
0007F2BA9B,12,False,0,False,0.04163804826094285,0.03838438570146024,0.04360092381504594,0.23893591342004583,0.02104141024426244,0.125,0.1323529411764706,72.0,68.0,3,3,0.7,14,18,45,45,3.8190476190476192,4.945238095238095,1.0
0007F2CA05,12,False,0,False,0.3337286199132257,0.3281882296231398,0.35602435448824477,0.9625534758635909,0.06488864386534302,0.10112359550561797,0.12,578.0,483.0,3,3,1.0,19,19,45,45,5.066666666666666,4.977777777777778,2.0
0007CA3B1C,13,False,0,False,0.10824962105080964,0.03668143142741859,0.12502727662511812,0.46100589606689524,0.03696475782357255,0.47368421052631576,0.5294117647058824,7.0,3.0,0,1,,0,1,0,45,1.3333333333333333,1.4166666666666665,0.0
0007CB1E1F,13,False,0,False,0.513554793878158,0.8067532108299574,0.7451012003128274,0.4151506207972266,0.151118898443336,0.45,0.47368421052631576,36.0,32.0,6,4,0.5357142857142857,14,13,45,45,3.8888888888888893,4.546428571428571,0.0
0007CB2183,13,True,0,False,1.0,0.5219093159557558,1.0,0.43113777938267017,0.17308788569459516,0.4090909090909091,0.32142857142857145,48.0,31.0,5,4,0.5333333333333333,11,14,45,45,3.498015873015873,4.582142857142857,0.0
0007CB2277,13,True,0,False,0.46589344151763706,0.7635443476009174,0.5415817487790173,0.43592927712270985,0.1086773211880268,0.47368421052631576,0.391304347826087,28.0,36.0,3,5,0.9,8,18,45,45,3.5198412698412698,4.68452380952381,1.0
0007CB3D9B,13,False,0,False,0.5435583818463818,1.0,0.6758937443560743,0.4369244536422698,0.12652700839751607,0.42857142857142855,0.5,33.0,37.0,6,3,0.7333333333333333,19,7,45,45,4.628968253968254,3.380952380952381,0.0
0007CB3F5E,13,False,0,False,0.31840372305775194,0.5318203299999834,0.3760268920827769,0.4197112872978538,0.08633179912539933,0.5294117647058824,0.45,20.0,33.0,3,5,0.6,10,12,45,45,3.7630952380952385,3.607142857142857,1.0
