ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,67.99971,68.5107244,67.140638,0
0007CB47A6,0,67.99971,0,0,60.3551575,0
0007CB486D,0,68.5107244,0,0,65.45305,0
0007CDEC0B,0,67.140638,60.3551575,65.45305,0,0
0007CDEEE2,0,0,0,0,0,0
