ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,19.6333333333333,36.8666666666667,57.6333333333333,0
0007CB47A6,0,19.6333333333333,0,0,5.4,0
0007CB486D,0,36.8666666666667,0,0,5.8,0
0007CDEC0B,0,57.6333333333333,5.4,5.8,0,0
0007CDEEE2,0,0,0,0,0,0
