ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,0,52,26,38
0007CB47A6,0,0,0,7,7,0
0007CB486D,0,52,7,0,10,6
0007CDEC0B,0,26,7,10,0,11
0007CDEEE2,0,38,0,6,11,0
