ID,0007CB0942,0007CD38E5,0007CD81D3,0007CD86B3,0007CDC395,0007CDC91B,0007CDDBAF,0007CE0327
0007CB0942,0,17,28,28,5,12,13,19
0007CD38E5,12,0,331,395,30,60,79,52
0007CD81D3,15,232,0,380,36,70,109,62
0007CD86B3,13,325,469,0,69,107,178,92
0007CDC395,7,37,42,76,0,26,16,15
0007CDC91B,9,93,110,174,37,0,80,31
0007CDDBAF,17,145,223,279,49,89,0,42
0007CE0327,9,103,174,167,27,41,45,0
