ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,254,174,530,47,323,715,343,590,297
0007CB0942,254,0,104,216,39,242,333,184,400,508
0007CB30A6,174,104,0,330,34,370,335,183,212,151
0007CB486D,530,216,330,0,69,663,623,598,728,594
0007CD5116,47,39,34,69,0,57,62,89,108,83
0007CD86B3,323,242,370,663,57,0,870,695,842,790
0007CDC91B,715,333,335,623,62,870,0,660,655,452
0007CDDBAF,343,184,183,598,89,695,660,0,783,436
0007CDE223,590,400,212,728,108,842,655,783,0,561
0007CDEC0B,297,508,151,594,83,790,452,436,561,0
