Row,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0,0,0,0,0,0,0,0,0
0007CB0B74,0,0,0,0,0,0,0,0,0,2
0007CB0DBC,1,1,0,0,6,0,2,1,1,0
0007CB2407,0,0,0,0,0,0,1,0,1,3
0007F2B3FF,0,0,0,0,0,0,0,0,0,0
0007F2B59E,0,3,0,1,3,0,13,0,7,4
0007F2B8A2,0,0,0,0,1,0,0,1,1,0
0007F2B9FC,0,0,0,0,0,0,0,0,0,0
0007F2E37E,1,3,0,4,7,0,12,5,0,1
0007F2E3D4,0,0,0,0,0,0,0,0,2,0
