Row,0007CB2224,0007CB2302,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEAA7,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB2224,0,0,0,0,0,0,0,0,0,0
0007CB2302,0,0,0,0,0,0,0,0,0,0
0007CB3713,0,0,0,4,0,6,0,0,0,0
0007CB40DE,0,0,0,0,0,0,0,0,0,0
0007CB47A6,0,0,0,0,0,0,4,0,0,0
0007CB486D,0,0,0,4,0,0,0,0,0,0
0007CDEAA7,0,0,0,0,0,4,0,0,0,0
0007CDEC0B,0,0,0,4,0,0,0,0,0,4
0007CDEEE2,0,0,0,9,0,0,0,0,0,0
0007CE0327,0,0,0,0,0,0,0,0,2,0
