ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,3,0,1,0,6,0,1,2,0
0007CB3491,0,0,0,4,0,8,0,6,3,3
0007CB4837,0,0,0,3,1,2,0,3,6,0
0007CB6AB4,0,9,5,0,0,13,3,16,37,9
0007CD5116,0,0,1,1,0,1,0,0,1,0
0007CDE223,2,9,0,9,0,0,0,6,11,3
0007CDE4F0,0,0,0,1,0,1,0,0,1,1
0007CDEAA7,0,2,0,12,0,10,0,0,2,1
0007CDEC0B,0,5,6,28,0,12,0,9,0,5
0007CDEEE2,2,8,1,3,0,8,0,3,7,0
