ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,12,0,7,0,12,0,6,9,4
0007CB3491,12,0,1,19,0,27,4,6,22,27
0007CB4837,0,1,0,6,0,6,0,1,9,0
0007CB6AB4,7,19,6,0,0,51,0,16,118,42
0007CD5116,0,0,0,0,0,8,0,1,3,0
0007CDE223,12,27,6,51,8,0,0,19,29,25
0007CDE4F0,0,4,0,0,0,0,0,3,0,0
0007CDEAA7,6,6,1,16,1,19,3,0,18,4
0007CDEC0B,9,22,9,118,3,29,0,18,0,35
0007CDEEE2,4,27,0,42,0,25,0,4,35,0
