ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,0,0,0,0,0,0,0,0,0
0007CB0942,0,0,0,0,0,0,0,0,0,0
0007CB30A6,0,0,0,0,0,0,0,0,0,0
0007CB486D,5,1,1,0,2,1,2,3,3,2
0007CD5116,0,0,0,0,0,0,0,0,0,0
0007CD86B3,0,0,0,0,0,0,1,0,1,0
0007CDC91B,3,0,1,0,0,2,0,1,2,0
0007CDDBAF,0,0,0,0,0,4,1,0,0,0
0007CDE223,0,0,0,1,0,3,1,6,0,0
0007CDEC0B,1,0,0,1,0,1,2,2,2,0
