ID,0007AC2B02,0007CB0942,0007CB44CE,0007CB7051,0007CD6778,0007CD765E,0007CD77C5,0007CDADED,0007CDC443,0007CDDBAF
0007AC2B02,0,2.84385964912281,5.49285714285714,2.84959349593496,1.74117647058824,2.21981981981982,4.28913043478261,2.51060606060606,2.07142857142857,23.3796296296296
0007CB0942,2.84385964912281,0,2.74722222222222,7.9452380952381,2.3,2.07222222222222,10.6529761904762,2.17066666666667,2.25,6.01666666666667
0007CB44CE,5.49285714285714,2.74722222222222,0,2.96274509803922,3.33472222222222,3.84583333333333,4.24920634920635,2.42539682539683,2.59722222222222,2.8741935483871
0007CB7051,2.84959349593496,7.9452380952381,2.96274509803922,0,3.99702380952381,2.19166666666667,2.80133333333333,2.16190476190476,2.16203703703704,2.04814814814815
0007CD6778,1.74117647058824,2.3,3.33472222222222,3.99702380952381,0,0,3.35,0,1.44,1.26666666666667
0007CD765E,2.21981981981982,2.07222222222222,3.84583333333333,2.19166666666667,0,0,2.59,3.15,11.6352941176471,4.18974358974359
0007CD77C5,4.28913043478261,10.6529761904762,4.24920634920635,2.80133333333333,3.35,2.59,0,2.10416666666667,2.83888888888889,5.43148148148148
0007CDADED,2.51060606060606,2.17066666666667,2.42539682539683,2.16190476190476,0,3.15,2.10416666666667,0,2.32619047619048,2.25
0007CDC443,2.07142857142857,2.25,2.59722222222222,2.16203703703704,1.44,11.6352941176471,2.83888888888889,2.32619047619048,0,4.97539682539683
0007CDDBAF,23.3796296296296,6.01666666666667,2.8741935483871,2.04814814814815,1.26666666666667,4.18974358974359,5.43148148148148,2.25,4.97539682539683,0
