ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,15.85,110.15,53.15,297.3,11.5,18.95,168.1,67.4,40.15
0007CB0F67,15.85,0,41.25,71.1,195.5,66.85,150.05,22.35,40.1,42.65
0007CB48B4,110.15,41.25,0,192.4,182.15,106.3,46.2,38.7,145,34.15
0007CB6DFA,53.15,71.1,192.4,0,67.9,31.85,100.7,7.65,54.05,29.35
0007F29741,297.3,195.5,182.15,67.9,0,15.15,44.4,46.9,70.65,21.45
0007F2B88A,11.5,66.85,106.3,31.85,15.15,0,18.1,0,8.75,16.35
0007F2C687,18.95,150.05,46.2,100.7,44.4,18.1,0,16.9,99.4,32.3
0007F2EEFA,168.1,22.35,38.7,7.65,46.9,0,16.9,0,37.55,83.65
0007F2F26A,67.4,40.1,145,54.05,70.65,8.75,99.4,37.55,0,230.95
0007F2F283,40.15,42.65,34.15,29.35,21.45,16.35,32.3,83.65,230.95,0
