ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,58.8,137.75,20.5,329.6,23.7,98.55,280.2,50.55,143.9
0007CB0F67,58.8,0,140.1,50.5,208.25,89.7,234.3,40.5,65.6,14.65
0007CB48B4,137.75,140.1,0,98.75,354.9,85.55,67.75,50.7,42.7,119.5
0007CB6DFA,20.5,50.5,98.75,0,113.35,10.5,28.2,0,19.85,51.35
0007F29741,329.6,208.25,354.9,113.35,0,19.85,90.1,183.15,80.75,9.55
0007F2B88A,23.7,89.7,85.55,10.5,19.85,0,42.75,16.3,34.2,29.45
0007F2C687,98.55,234.3,67.75,28.2,90.1,42.75,0,42.25,94,72.35
0007F2EEFA,280.2,40.5,50.7,0,183.15,16.3,42.25,0,27.9,45.3
0007F2F26A,50.55,65.6,42.7,19.85,80.75,34.2,94,27.9,0,121.05
0007F2F283,143.9,14.65,119.5,51.35,9.55,29.45,72.35,45.3,121.05,0
