ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,16.2,29.1,23.2666666666667,23.9333333333333,6.63333333333333,35.3,71.1833333333333,24.5166666666667,32.3666666666667
0007CB0F67,16.2,0,22.8333333333333,8.425,17.7666666666667,24.65,49.9166666666667,9.55,14.45,7.11666666666667
0007CB48B4,29.1,22.8333333333333,0,64.5666666666667,36.2833333333333,25.8,9.55,20.125,29.575,29.6166666666667
0007CB6DFA,23.2666666666667,8.425,64.5666666666667,0,52,17.7,31.3333333333333,11.9,34.5333333333333,31.6
0007F29741,23.9333333333333,17.7666666666667,36.2833333333333,52,0,8.975,21.8,23.1333333333333,19.95,27.8666666666667
0007F2B88A,6.63333333333333,24.65,25.8,17.7,8.975,0,21.9,13.85,11.4,12.075
0007F2C687,35.3,49.9166666666667,9.55,31.3333333333333,21.8,21.9,0,9.8,55.0166666666667,11.2
0007F2EEFA,71.1833333333333,9.55,20.125,11.9,23.1333333333333,13.85,9.8,0,9.45,18.8166666666667
0007F2F26A,24.5166666666667,14.45,29.575,34.5333333333333,19.95,11.4,55.0166666666667,9.45,0,73.8666666666667
0007F2F283,32.3666666666667,7.11666666666667,29.6166666666667,31.6,27.8666666666667,12.075,11.2,18.8166666666667,73.8666666666667,0
