ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,7.5,540.75,39.95,19.4,3.75,19.3,71.2,65.3,3.35
0007CB0F67,7.5,0,6.15,9.15,0,2.25,144.85,13.3,10.55,16.4
0007CB48B4,540.75,6.15,0,232,3.95,18.25,7.85,70.4,52.6,21.6
0007CB6DFA,39.95,9.15,232,0,63,0,55.6,236,92.35,81.9
0007F29741,19.4,0,3.95,63,0,0,11,32.45,0,0
0007F2B88A,3.75,2.25,18.25,0,0,0,97.35,4.1,47.45,0
0007F2C687,19.3,144.85,7.85,55.6,11,97.35,0,23.4,5.95,9.05
0007F2EEFA,71.2,13.3,70.4,236,32.45,4.1,23.4,0,13.3,5.3
0007F2F26A,65.3,10.55,52.6,92.35,0,47.45,5.95,13.3,0,263
0007F2F283,3.35,16.4,21.6,81.9,0,0,9.05,5.3,263,0
