ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,5.06974039700904,4.93420125671589,2.84960461224081,0.921592413734635,3.28908588745893,1.57052752684923,4.06749986019663,2.40216229879921,3.87261637295442
0007CB1E1F,3.63321009379023,0,6.39815156961292,1.86240638169179,1.23537429610743,0.808307868629109,3.01978784927314,2.81931151996487,2.7430107333058,2.75807683221023
0007CB2183,4.91415539783501,7.1323378724291,0,1.899588738976,5.90572330818309,1.38139115796073,3.3997190347782,1.98613053481186,2.91836389525918,3.85486583869499
0007CB2277,2.34044199482423,1.99384241119576,1.84727755052259,0,3.32614041599397,2.85922619641674,1.96233890939464,0.828364431481234,1.14572209934417,1.42151511876079
0007CB3D9B,0.971208696813865,1.30471445638011,5.71103530785841,3.34246150305671,0,1.74245935141503,3.16990118902617,0.491135271697567,0.584140064167238,2.21023731161419
0007CB3F5E,2.78329782717607,0.962753663362077,1.44584346712155,3.07718313406528,1.92713554505877,0,3.69633647648146,2.53093538243561,1.01826421013446,1.63096327578882
0007CB6BC3,1.10626566907535,2.99481843315118,3.0775420964777,1.89914778630589,2.91866823046471,3.20737573726622,0,5.01698131830635,1.41781986311707,3.02116844584459
0007F2945F,3.70753941876426,3.29847335497045,2.27758707387304,0.959524126474647,0.619303435369863,2.89442097642515,6.07415267434018,0,3.25034859161448,2.51670593285237
0007F2B8A6,1.95623569493527,3.10173899600922,3.04598852610113,1.22830535460047,0.750100993138692,1.10976061095811,1.59929852277519,3.16603952993505,0,4.88976509956286
0007F2E455,2.64468660885634,2.76989641017198,3.80693473866142,1.45005181526438,2.15043517430566,1.45776924472576,2.93300661175363,1.82504286413441,4.53488247016362,0
