ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,49,56,18,33,22,84,77,50,32
0007CB0942,50,0,11,32,24,36,128,86,71,27
0007CB2302,68,12,0,32,20,6,33,27,14,12
0007CB30A6,14,42,24,0,10,7,25,18,19,16
0007CB3713,32,26,15,12,0,72,65,28,41,58
0007CB47A6,26,53,5,34,75,0,123,129,105,107
0007CDDBAF,110,158,19,68,90,126,0,459,154,81
0007CDE223,62,96,23,36,29,49,336,0,118,75
0007CDEC0B,61,73,8,39,49,107,136,173,0,67
0007CE0327,74,19,10,13,54,88,94,83,53,0
