ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,24,23,10,20,16,24,23,30,15
0007CB0942,18,0,1,22,6,3,35,24,30,7
0007CB2302,38,3,0,13,9,6,8,5,7,14
0007CB30A6,7,14,13,0,5,2,20,8,9,6
0007CB3713,18,8,6,14,0,14,25,6,23,21
0007CB47A6,11,10,4,8,17,0,54,41,32,44
0007CDDBAF,45,58,11,31,21,25,0,146,55,25
0007CDE223,28,39,11,21,7,25,115,0,79,25
0007CDEC0B,27,45,0,20,18,26,45,79,0,18
0007CE0327,22,12,6,6,23,20,27,42,25,0
