ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,66,145,39,44,35,93,74,79,68
0007CB0942,66,0,9,78,15,98,150,106,77,37
0007CB2302,145,9,0,71,19,6,28,18,18,11
0007CB30A6,39,78,71,0,13,39,58,47,37,28
0007CB3713,44,15,19,13,0,159,76,38,57,63
0007CB47A6,35,98,6,39,159,0,131,139,145,103
0007CDDBAF,93,150,28,58,76,131,0,329,177,92
0007CDE223,74,106,18,47,38,139,329,0,273,114
0007CDEC0B,79,77,18,37,57,145,177,273,0,81
0007CE0327,68,37,11,28,63,103,92,114,81,0
