ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,41.8968223028571,57.5641393375,58.1470059766667,0,55.184531271875,30.1644747784314,47.5620883929825,15.848388183908,48.3682700769231
0007CB0942,41.8968223028571,0,38.3561286846154,66.9349897809524,0,64.5849210677419,31.2653246886792,64.8662005296296,34.332746908,16.3525753484848
0007CB30A6,57.5641393375,38.3561286846154,0,42.7108917422222,0,28.8511297205882,17.8895289746032,60.3696540869565,65.0740225363636,58.7396964117647
0007CB486D,58.1470059766667,66.9349897809524,42.7108917422222,0,30.79518665,56.6766484591549,50.5941257568627,40.4940572477273,54.6777217254237,53.1331463866667
0007CD5116,0,0,0,30.79518665,0,73.07370465,50.2063611333333,30.7508055571429,44.1104667,0
0007CD86B3,55.184531271875,64.5849210677419,28.8511297205882,56.6766484591549,73.07370465,0,44.7482421094118,57.1638263146341,56.4088118058824,29.1922537068376
0007CDC91B,30.1644747784314,31.2653246886792,17.8895289746032,50.5941257568627,50.2063611333333,44.7482421094118,0,57.6293737015151,57.367677290566,57.2020053489362
0007CDDBAF,47.5620883929825,64.8662005296296,60.3696540869565,40.4940572477273,30.7508055571429,57.1638263146341,57.6293737015151,0,55.6056499527778,55.2459929942308
0007CDE223,15.848388183908,34.332746908,65.0740225363636,54.6777217254237,44.1104667,56.4088118058824,57.367677290566,55.6056499527778,0,52.3368777865385
0007CDEC0B,48.3682700769231,16.3525753484848,58.7396964117647,53.1331463866667,0,29.1922537068376,57.2020053489362,55.2459929942308,52.3368777865385,0
