ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,34,43,158,15,72,152,79,136,66
0007CB0942,34,0,20,28,8,33,44,19,39,78
0007CB30A6,43,20,0,38,12,60,55,27,49,22
0007CB486D,158,28,38,0,22,135,126,84,161,144
0007CD5116,15,8,12,22,0,13,16,17,20,20
0007CD86B3,72,33,60,135,13,0,127,86,177,149
0007CDC91B,152,44,55,126,16,127,0,103,128,75
0007CDDBAF,79,19,27,84,17,86,103,0,143,60
0007CDE223,136,39,49,161,20,177,128,143,0,120
0007CDEC0B,66,78,22,144,20,149,75,60,120,0
