ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,1.88957173254439,0.697969204895107,1.08795132809129,1.07708460379402,0.598340689009957,1.74597516783124,0.865091630163669,1.65879308917984,0.308670823897793
0007CB0942,1.88957173254439,0,0.682190902486797,0.435504541197405,1.15281449451819,0.561735749141472,1.1730490853814,0.769674406400459,1.41672884834889,1.91635571277461
0007CB30A6,0.697969204895107,0.682190902486797,0,1.99584745942109,0.922454869238578,1.37754326214032,0.802277310930221,1.29241018680715,1.05914335995294,0.434136720845359
0007CB486D,1.08795132809129,0.435504541197405,1.99584745942109,0,1.14436978613058,0.829147769280609,0.959039405094379,1.01255116020724,1.00876083003879,2.02322565607263
0007CD5116,1.07708460379402,1.15281449451819,0.922454869238578,1.14436978613058,0,0.872120366379366,1.81776281496195,0.766409996296345,0.622085808677815,0.825845279916255
0007CD86B3,0.598340689009957,0.561735749141472,1.37754326214032,0.829147769280609,0.872120366379366,0,1.66454438390107,1.1564075698724,1.24661373464067,1.52902935050218
0007CDC91B,1.74597516783124,1.1730490853814,0.802277310930221,0.959039405094379,1.81776281496195,1.66454438390107,0,1.36250497430862,0.576591099169527,0.661352067527112
0007CDDBAF,0.865091630163669,0.769674406400459,1.29241018680715,1.01255116020724,0.766409996296345,1.1564075698724,1.36250497430862,0,1.53584916071286,1.07731840533201
0007CDE223,1.65879308917984,1.41672884834889,1.05914335995294,1.00876083003879,0.622085808677815,1.24661373464067,0.576591099169527,1.53584916071286,0,0.883649997162946
0007CDEC0B,0.308670823897793,1.91635571277461,0.434136720845359,2.02322565607263,0.825845279916255,1.52902935050218,0.661352067527112,1.07731840533201,0.883649997162946,0
