ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,1.23333333333333,1.98055555555556,2.68611111111111,1.51333333333333
0007CB47A6,0,1.23333333333333,0,2.40833333333333,1.51111111111111,1.36666666666667
0007CB486D,0,1.98055555555556,2.40833333333333,0,1.83030303030303,3.43333333333333
0007CDEC0B,0,2.68611111111111,1.51111111111111,1.83030303030303,0,2.41052631578947
0007CDEEE2,0,1.51333333333333,1.36666666666667,3.43333333333333,2.41052631578947,0
