ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,58.480116,66.141583125,69.9563958333333,66.5759641666667
0007CB47A6,0,58.480116,0,59.122295,64.130848,0
0007CB486D,0,66.141583125,59.122295,0,59.6276311111111,58.643142
0007CDEC0B,0,69.9563958333333,64.130848,59.6276311111111,0,0
0007CDEEE2,0,66.5759641666667,0,58.643142,0,0
