ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,1,0,0,0
0007CB40DE,0,0,0,0.35,0.181818181818182,0.333333333333333
0007CB47A6,0,1,0,0.8,0.666666666666667,0.5
0007CB486D,0,0.65,0.2,0,0.285714285714286,0
0007CDEC0B,0,0.818181818181818,0.333333333333333,0.714285714285714,0,0
0007CDEEE2,0,0.666666666666667,0.5,0,0,0
