ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,0,10,8,19
0007CB47A6,0,11,0,2,4,3
0007CB486D,0,34,1,0,3,4
0007CDEC0B,0,15,2,6,0,1
0007CDEEE2,0,17,1,4,3,0
