ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,0,0,0,0
0007CB40DE,0,0,15,58,35,52
0007CB47A6,0,15,0,4,12,8
0007CB486D,0,58,4,0,17,13
0007CDEC0B,0,35,12,17,0,6
0007CDEEE2,0,52,8,13,6,0
