ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,15.396862745098,6.19578577699737,10.5771456123433,3.07739938080495,3.8552036199095,5.81135902636917,3.29065743944637,7.03806228373702,5.07495256166983
0007CB0B74,15.396862745098,0,5.41076769690927,10.8266806722689,3.18235294117647,5.4185520361991,4.85166240409207,3.98671726755218,7.1361014994233,4.33823529411765
0007CB0DBC,6.19578577699737,5.41076769690927,0,6.67779743476338,6.91131907308378,4.49044117647059,6.04633853541417,4.59512453630101,5.33121489801951,5.58685930512556
0007CB2407,10.5771456123433,10.8266806722689,6.67779743476338,0,5.42156862745098,5.26470588235294,6.86017357762777,4.03921568627451,5.48135874067937,5.97943567670971
0007F2B3FF,3.07739938080495,3.18235294117647,6.91131907308378,5.42156862745098,0,4.68872549019608,7.31114551083591,4.1637519872814,4.83800904977376,4.07096171802054
0007F2B59E,3.8552036199095,5.4185520361991,4.49044117647059,5.26470588235294,4.68872549019608,0,4.43697478991597,2.45588235294118,3.90882352941176,5.11101905550953
0007F2B8A2,5.81135902636917,4.85166240409207,6.04633853541417,6.86017357762777,7.31114551083591,4.43697478991597,0,3.55764705882353,5.05121703853955,4.94495412844037
0007F2B9FC,3.29065743944637,3.98671726755218,4.59512453630101,4.03921568627451,4.1637519872814,2.45588235294118,3.55764705882353,0,3.65546218487395,5.20361990950226
0007F2E37E,7.03806228373702,7.1361014994233,5.33121489801951,5.48135874067937,4.83800904977376,3.90882352941176,5.05121703853955,3.65546218487395,0,5.29340246736993
0007F2E3D4,5.07495256166983,4.33823529411765,5.58685930512556,5.97943567670971,4.07096171802054,5.11101905550953,4.94495412844037,5.20361990950226,5.29340246736993,0
