ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0,0,31.8125,0,8.9375,26.625,17,0,37.6875
0007CB0B74,0,0,95.3125,10.6875,23.3125,0,0,0,7.8125,6.375
0007CB0DBC,0,95.3125,0,9.1875,14.6875,49.1875,36.8125,16.625,136.1875,16.625
0007CB2407,31.8125,10.6875,9.1875,0,0,43.25,20.5,14.5,34.8125,252.3125
0007F2B3FF,0,23.3125,14.6875,0,0,14.5625,0,41.25,19.8125,0
0007F2B59E,8.9375,0,49.1875,43.25,14.5625,0,33.25,32.5625,22.9375,10.8125
0007F2B8A2,26.625,0,36.8125,20.5,0,33.25,0,0,0,31.375
0007F2B9FC,17,0,16.625,14.5,41.25,32.5625,0,0,27.0625,116.25
0007F2E37E,0,7.8125,136.1875,34.8125,19.8125,22.9375,0,27.0625,0,0
0007F2E3D4,37.6875,6.375,16.625,252.3125,0,10.8125,31.375,116.25,0,0
