ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0.0762478634954663,0.0199924289026641,0.0501934115298228,0.204816676431589,0.119631269955711,0.054437639739477,0.325467179588546,0.0336847669671963,0.0848597296430117
0007CB0B74,0.0593126760563381,0,0.128365589362608,0.232312203643624,0.0774615313454007,0.0417911216397158,0.104760053141505,0.0322198062858271,0.0739185339637604,0.0745504512924962
0007CB0DBC,0.0380845070422535,0.314348619600799,0,0.287996006987771,0.189182521816892,0.218225357915337,0.360066102848255,0.212021226450956,0.302046929605592,0.280512813358815
0007CB2407,0.0362591549295774,0.21573626118949,0.109213079070648,0,0.0459156927441487,0.0187454938716655,0.0860633161595541,0.0135478279380236,0.130275175472086,0.134355425972685
0007F2B3FF,0.149678873239436,0.0727715171354905,0.0725760658685468,0.0464499625655104,0,0.15990318261407,0.00784161239104374,0.059391488132346,0.0595577222401692,0.0267427423517431
0007F2B59E,0.104698591549296,0.0470175845186708,0.100257890503005,0.0227102570501622,0.19149526658238,0,0.11185638832183,0.099441969376739,0.0547120495726999,0.111951229719738
0007F2B8A2,0.0378591549295774,0.093658564848344,0.131453177494913,0.0828550037434489,0.00746245644330693,0.0888866000617986,0,0.0122705916341022,0.0224956682623124,0.0812186989941827
0007F2B9FC,0.482366197183097,0.06138648280657,0.16495528320636,0.02779510856002,0.120447747386598,0.168400453187764,0.0261495090891416,0,0.0771489824087399,0.192026003375975
0007F2E37E,0.0258478873239436,0.0729163649004896,0.121669900156154,0.138382830047417,0.0625366184587869,0.0479709547842211,0.0248209714526425,0.039944044885733,0,0.152588479834828
0007F2E3D4,0.137081690140845,0.154813291230916,0.23787441442294,0.30044297479411,0.0591137562058651,0.20663817076939,0.188652344382878,0.209299496708075,0.321224046283516,0
