ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,255.8125,81.875,188.3125,35.625,13,71.875,54.375,226.75,82
0007CB0B74,255.8125,0,703.75,382.1875,241.125,14.6875,125.9375,112,268.5625,192.6875
0007CB0DBC,81.875,703.75,0,2029.8125,861.5625,257.3125,1145.6875,749.5,1547.25,916.1875
0007CB2407,188.3125,382.1875,2029.8125,0,47.875,164.6875,439.125,49,589.25,520.0625
0007F2B3FF,35.625,241.125,861.5625,47.875,0,26.4375,73.9375,134.375,890.0625,264.1875
0007F2B59E,13,14.6875,257.3125,164.6875,26.4375,0,70.1875,0,142.5,40.875
0007F2B8A2,71.875,125.9375,1145.6875,439.125,73.9375,70.1875,0,42.1875,333.25,441.25
0007F2B9FC,54.375,112,749.5,49,134.375,0,42.1875,0,295.75,277.1875
0007F2E37E,226.75,268.5625,1547.25,589.25,890.0625,142.5,333.25,295.75,0,1011.5
0007F2E3D4,82,192.6875,916.1875,520.0625,264.1875,40.875,441.25,277.1875,1011.5,0
