ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,1,1,0.666666666666667,0,1,0,0.6,0,0.714285714285714
0007CB0B74,0,0,0.538461538461538,0.857142857142857,0,0,0,0,0,0
0007CB0DBC,0,0.461538461538462,0,0.545454545454545,0.666666666666667,0.695652173913043,0.5,0.692307692307692,0.75,0.111111111111111
0007CB2407,0.333333333333333,0.142857142857143,0.454545454545455,0,1,1,0.666666666666667,0,1,0.25
0007F2B3FF,1,1,0.333333333333333,0,0,0.875,1,0.666666666666667,1,0.5
0007F2B59E,0,0,0.304347826086957,0,0.125,0,0.6,0.411764705882353,0.25,0.363636363636364
0007F2B8A2,0,0,0.5,0.333333333333333,0,0.4,0,1,0.666666666666667,0.333333333333333
0007F2B9FC,0.4,0,0.307692307692308,0,0.333333333333333,0.588235294117647,0,0,0.75,0.3
0007F2E37E,0,0,0.25,0,0,0.75,0.333333333333333,0.25,0,0.333333333333333
0007F2E3D4,0.285714285714286,1,0.888888888888889,0.75,0.5,0.636363636363636,0.666666666666667,0.7,0.666666666666667,0
