ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,25,27,38,12,5,14,13,24,25
0007CB0B74,25,0,121,74,42,7,23,22,36,48
0007CB0DBC,27,121,0,222,90,41,130,127,261,190
0007CB2407,38,74,222,0,15,39,92,14,97,109
0007F2B3FF,12,42,90,15,0,9,21,29,92,56
0007F2B59E,5,7,41,39,9,0,18,0,20,12
0007F2B8A2,14,23,130,92,21,18,0,8,66,96
0007F2B9FC,13,22,127,14,29,0,8,0,61,65
0007F2E37E,24,36,261,97,92,20,66,61,0,180
0007F2E3D4,25,48,190,109,56,12,96,65,180,0
