ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,0.449966307277628,0.0180039138943249,0.113942307692308,0.0794331027501262,0.259315397246432,0.0954975623745339,0.0138539042821159,0.285225912350204,0
0007ACA781,0.658422350041085,0,0.451793868232223,0.0337740384615384,0.142179854901299,0.0333459643804471,0.0317178090048752,0.161943744752309,0.419588532217657,0.579921826784611
0007CB2224,0.0037797863599014,0.0648210542078465,0,0,0.0454361396996794,0,0.0678520217952394,0,0.0178335616522888,0.21055338407735
0007CD38E5,0.0519309778142975,0.0105196166516921,0,0,0.146735279230639,0.453707212327901,0.262976770863205,0.0909949622166247,0.0205733891172079,0.127957210450525
0007CD72E3,0.128950972336346,0.157738095238095,0.351337247227658,0.52265625,0,0.34002778830365,0.303355319759105,0.797334172963895,0.439088205166178,0.0579098950833162
0007CD7FB2,0.056231169542591,0.00494159928122192,0,0.215865384615384,0.0454192677577188,0,0.0971608832807571,0.0521620486985727,0.00478852728102977,0.026640608928204
0007CD81D3,0.0456039441248973,0.0103511530398323,0.154337899543379,0.275540865384615,0.0892357010291883,0.213969938107869,0,0.120906801007557,0.0905006972984313,0.229890968936433
0007CDEAA7,0.00361544782251438,0.0288821503444145,0,0.0521033653846154,0.128176143074067,0.0627763041556146,0.0660739891023802,0,0.00973749490910437,0
0007CDEEE2,0.63300465625856,0.636380652890089,0.188519243313764,0.100180288461538,0.600269951071366,0.0490084628015661,0.420590765701175,0.082808564231738,0,0.479428101213743
0007CE0327,0,0.105533093740641,0.267058056099152,0.0747596153846154,0.00949890332377257,0.0327144120247568,0.128190421565816,0,0.0575240351981439,0
