"","start_frame","focal","partner","focal_smooth","partner_smooth","day","group","approacher_smooth"
"1",839929,"0007AC2B02","0007CB0942",3.08268122589873,219.229722831325,"8",1,"0007CB0942"
"2",1276659,"0007AC2B02","0007CB0942",18.4953329510498,NA,"8",1,NA
"3",1276747,"0007AC2B02","0007CB0942",22.0345450031814,25.905428047564,"8",1,"0007CB0942"
"4",1276921,"0007AC2B02","0007CB0942",39.0288524509921,2033.22610784289,"8",1,"0007CB0942"
"5",1447557,"0007AC2B02","0007CB0942",55.3754034734652,28.0992162104878,"8",1,"0007AC2B02"
"6",1516345,"0007AC2B02","0007CB0942",337.191878023821,5.65620750510168,"8",1,"0007AC2B02"
"7",1599535,"0007AC2B02","0007CB0942",49.1686155374007,NA,"8",1,NA
"8",1607083,"0007AC2B02","0007CB0942",654.169641611709,21.2971561117194,"8",1,"0007AC2B02"
"9",1608253,"0007AC2B02","0007CB0942",62.2323637220188,NA,"8",1,NA
"10",1608309,"0007AC2B02","0007CB0942",18.5341884878968,10.349307489722,"8",1,"0007AC2B02"
"11",1635229,"0007AC2B02","0007CB0942",40.7559554410895,NA,"8",1,NA
"12",1635633,"0007AC2B02","0007CB0942",NA,15.1165771320253,"8",1,NA
"13",1807398,"0007AC2B02","0007CB0942",139.505812128865,80.3861188129203,"8",1,"0007AC2B02"
"14",1807602,"0007AC2B02","0007CB0942",439.843983245431,76.4683858343094,"8",1,"0007AC2B02"
"15",1809582,"0007AC2B02","0007CB0942",152.446491921534,346.307689834999,"8",1,"0007CB0942"
"16",1858113,"0007AC2B02","0007CB0942",212.938136196934,27.3802665370118,"8",1,"0007AC2B02"
"17",1861808,"0007AC2B02","0007CB0942",NA,133.499158805515,"8",1,NA
"18",1868337,"0007AC2B02","0007CB0942",NA,NA,"8",1,NA
"19",965102,"0007AC2B02","0007CB44CE",NA,46.4190576047937,"8",1,NA
"20",1370303,"0007AC2B02","0007CB44CE",13.9754854382216,NA,"8",1,NA
"21",1447494,"0007AC2B02","0007CB44CE",17.824746409513,NA,"8",1,NA
"22",1862602,"0007AC2B02","0007CB44CE",373.111605628429,13.5548470617432,"8",1,"0007AC2B02"
"23",1863471,"0007AC2B02","0007CB44CE",599.934426067239,72.7151074955002,"8",1,"0007AC2B02"
"24",612176,"0007AC2B02","0007CB7051",391.828520460668,138.182401317997,"8",1,"0007AC2B02"
"25",626332,"0007AC2B02","0007CB7051",91.6644998513277,102.003944324854,"8",1,"0007CB7051"
"26",670687,"0007AC2B02","0007CB7051",249.340798975273,NA,"8",1,NA
"27",670849,"0007AC2B02","0007CB7051",415.291836642103,403.028884691636,"8",1,"0007AC2B02"
"28",671038,"0007AC2B02","0007CB7051",63.7728046874725,84.0396321011483,"8",1,"0007CB7051"
"29",671157,"0007AC2B02","0007CB7051",25.0427988704789,83.6930475419888,"8",1,"0007CB7051"
"30",725237,"0007AC2B02","0007CB7051",165.204664374928,200.597788358113,"8",1,"0007CB7051"
"31",725720,"0007AC2B02","0007CB7051",397.663744308868,390.00541767509,"8",1,"0007AC2B02"
"32",725854,"0007AC2B02","0007CB7051",317.334465024959,316.707448903617,"8",1,"0007AC2B02"
"33",725932,"0007AC2B02","0007CB7051",194.461171033318,63.4343811456089,"8",1,"0007AC2B02"
"34",725985,"0007AC2B02","0007CB7051",153.703539125378,84.3928898470798,"8",1,"0007AC2B02"
"35",726091,"0007AC2B02","0007CB7051",187.662710222558,121.608264198576,"8",1,"0007AC2B02"
"36",726995,"0007AC2B02","0007CB7051",37.6023745686333,13.9338108118105,"8",1,"0007AC2B02"
"37",727988,"0007AC2B02","0007CB7051",NA,37.8414327480881,"8",1,NA
"38",728052,"0007AC2B02","0007CB7051",70.854668250443,73.4699043050957,"8",1,"0007CB7051"
"39",732095,"0007AC2B02","0007CB7051",17.5259614424862,383.741446053716,"8",1,"0007CB7051"
"40",732372,"0007AC2B02","0007CB7051",13.0821273917605,39.8484314553501,"8",1,"0007CB7051"
"41",732480,"0007AC2B02","0007CB7051",50.0371658989094,91.6933610790352,"8",1,"0007CB7051"
"42",757003,"0007AC2B02","0007CB7051",34.6979629760654,166.236599490371,"8",1,"0007CB7051"
"43",763130,"0007AC2B02","0007CB7051",2.66597710654898,78.0310778703369,"8",1,"0007CB7051"
"44",770606,"0007AC2B02","0007CB7051",2.68701991962872,207.885118283604,"8",1,"0007CB7051"
"45",770673,"0007AC2B02","0007CB7051",8.2262917220857,227.560344033629,"8",1,"0007CB7051"
"46",770868,"0007AC2B02","0007CB7051",3.11676171593956,33.9125035171916,"8",1,"0007CB7051"
"47",771162,"0007AC2B02","0007CB7051",15.656405719441,127.398825302101,"8",1,"0007CB7051"
"48",771343,"0007AC2B02","0007CB7051",39.4849216180445,66.6780360434611,"8",1,"0007CB7051"
"49",771758,"0007AC2B02","0007CB7051",17.3048866253351,42.8047363423324,"8",1,"0007CB7051"
"50",936442,"0007AC2B02","0007CB7051",118.437309123956,NA,"8",1,NA
"51",936689,"0007AC2B02","0007CB7051",75.9124111840895,112.143908595941,"8",1,"0007CB7051"
"52",1278581,"0007AC2B02","0007CB7051",279.86146276622,NA,"8",1,NA
"53",1293084,"0007AC2B02","0007CB7051",45.5834282860812,NA,"8",1,NA
"54",1295726,"0007AC2B02","0007CB7051",42.0363853678995,104.456674257211,"8",1,"0007CB7051"
"55",1313870,"0007AC2B02","0007CB7051",344.846510261143,NA,"8",1,NA
"56",1314022,"0007AC2B02","0007CB7051",73.3054169449249,35.2934763837141,"8",1,"0007AC2B02"
"57",1364897,"0007AC2B02","0007CB7051",16.5663596175213,NA,"8",1,NA
"58",1522670,"0007AC2B02","0007CB7051",344.586381536749,NA,"8",1,NA
"59",1545465,"0007AC2B02","0007CB7051",236.683166954611,760.948404170982,"8",1,"0007CB7051"
"60",1575990,"0007AC2B02","0007CB7051",589.413541077592,262.513256928362,"8",1,"0007AC2B02"
"61",1595295,"0007AC2B02","0007CB7051",80.7360481058832,17.7685580658006,"8",1,"0007AC2B02"
"62",1629698,"0007AC2B02","0007CB7051",941.430319863714,262.154204018508,"8",1,"0007AC2B02"
"63",1635070,"0007AC2B02","0007CB7051",NA,12.7688789805966,"8",1,NA
"64",1635186,"0007AC2B02","0007CB7051",31.0519134026926,60.9711421753871,"8",1,"0007CB7051"
"65",1635671,"0007AC2B02","0007CB7051",18.0033566171104,165.129884198717,"8",1,"0007CB7051"
"66",1635766,"0007AC2B02","0007CB7051",30.7625570340337,169.773330260774,"8",1,"0007CB7051"
"67",1680105,"0007AC2B02","0007CB7051",62.3516607751654,NA,"8",1,NA
"68",1681192,"0007AC2B02","0007CB7051",11.2444484196213,NA,"8",1,NA
"69",1681313,"0007AC2B02","0007CB7051",36.4049494150047,34.8853671054626,"8",1,"0007AC2B02"
"70",1723179,"0007AC2B02","0007CB7051",379.868849853262,NA,"8",1,NA
"71",1745048,"0007AC2B02","0007CB7051",23.4883184730983,116.015422982413,"8",1,"0007CB7051"
"72",1804843,"0007AC2B02","0007CB7051",453.724096027306,196.795923280784,"8",1,"0007AC2B02"
"73",1805058,"0007AC2B02","0007CB7051",488.871682015597,440.419727074135,"8",1,"0007AC2B02"
"74",1866925,"0007AC2B02","0007CB7051",64.383436774664,NA,"8",1,NA
"75",1894964,"0007AC2B02","0007CB7051",43.8876735625936,NA,"8",1,NA
"76",1921864,"0007AC2B02","0007CB7051",71.3686306949059,NA,"8",1,NA
"77",1922778,"0007AC2B02","0007CB7051",52.4450820023505,NA,"8",1,NA
"78",639754,"0007AC2B02","0007CD6778",110.966281806588,330.205318905047,"8",1,"0007CD6778"
"79",711301,"0007AC2B02","0007CD6778",129.101073019859,6.41828627295649,"8",1,"0007AC2B02"
"80",715515,"0007AC2B02","0007CD6778",76.7567091157915,300.293859885836,"8",1,"0007CD6778"
"81",715582,"0007AC2B02","0007CD6778",91.378194550196,129.421355633483,"8",1,"0007CD6778"
"82",715702,"0007AC2B02","0007CD6778",96.0907189003662,72.1867924182451,"8",1,"0007AC2B02"
"83",1517248,"0007AC2B02","0007CD6778",275.054157795566,NA,"8",1,NA
"84",1517293,"0007AC2B02","0007CD6778",153.470762546739,10.1425811974347,"8",1,"0007AC2B02"
"85",1564640,"0007AC2B02","0007CD6778",423.508854570721,71.8156534475453,"8",1,"0007AC2B02"
"86",1807474,"0007AC2B02","0007CD6778",90.7895665081535,NA,"8",1,NA
"87",1835039,"0007AC2B02","0007CD6778",191.639317721013,56.8996671084865,"8",1,"0007AC2B02"
"88",1837894,"0007AC2B02","0007CD6778",242.326733056289,221.008841053925,"8",1,"0007AC2B02"
"89",1847514,"0007AC2B02","0007CD6778",NA,NA,"8",1,NA
"90",1925382,"0007AC2B02","0007CD6778",53.0247697277222,NA,"8",1,NA
"91",1925532,"0007AC2B02","0007CD6778",86.9550798088265,NA,"8",1,NA
"92",1925920,"0007AC2B02","0007CD6778",63.4342660063927,NA,"8",1,NA
"93",1939934,"0007AC2B02","0007CD6778",26.5288735729932,NA,"8",1,NA
"94",1940188,"0007AC2B02","0007CD6778",39.1237216886392,7.54205196657961,"8",1,"0007AC2B02"
"95",1940375,"0007AC2B02","0007CD6778",26.3030368983397,4.89219332202502,"8",1,"0007AC2B02"
"96",1940438,"0007AC2B02","0007CD6778",35.6704279936237,4.03581590005023,"8",1,"0007AC2B02"
"97",275505,"0007AC2B02","0007CD765E",14.2570274370815,NA,"8",1,NA
"98",944461,"0007AC2B02","0007CD765E",11.5134272604807,NA,"8",1,NA
"99",1157030,"0007AC2B02","0007CD765E",67.4428232101435,24.2041846885949,"8",1,"0007AC2B02"
"100",1157135,"0007AC2B02","0007CD765E",65.7928895239348,22.1121743851345,"8",1,"0007AC2B02"
"101",1157390,"0007AC2B02","0007CD765E",36.7367399156873,10.2380998829659,"8",1,"0007AC2B02"
"102",1239866,"0007AC2B02","0007CD765E",39.6948256281867,NA,"8",1,NA
"103",1243982,"0007AC2B02","0007CD765E",52.8050791425555,NA,"8",1,NA
"104",1369016,"0007AC2B02","0007CD765E",25.1149546206777,NA,"8",1,NA
"105",1743057,"0007AC2B02","0007CD765E",33.4794873031927,16.0362010856753,"8",1,"0007AC2B02"
"106",1764666,"0007AC2B02","0007CD765E",1.88681393619044,25.3848927308691,"8",1,"0007CD765E"
"107",1777522,"0007AC2B02","0007CD765E",5.49997623866553,281.745491415397,"8",1,"0007CD765E"
"108",1778249,"0007AC2B02","0007CD765E",270.878001740274,10.1976241979371,"8",1,"0007AC2B02"
"109",1781289,"0007AC2B02","0007CD765E",NA,57.6040819412914,"8",1,NA
"110",1783148,"0007AC2B02","0007CD765E",NA,39.1584288404461,"8",1,NA
"111",1806427,"0007AC2B02","0007CD765E",431.074853140373,NA,"8",1,NA
"112",1809285,"0007AC2B02","0007CD765E",292.56113496385,383.644958175579,"8",1,"0007CD765E"
"113",1821782,"0007AC2B02","0007CD765E",NA,NA,"8",1,NA
"114",1832455,"0007AC2B02","0007CD765E",NA,19.4134888658807,"8",1,NA
"115",1834406,"0007AC2B02","0007CD765E",NA,15.7899731159763,"8",1,NA
"116",1835104,"0007AC2B02","0007CD765E",225.118645539983,82.6662745460951,"8",1,"0007AC2B02"
"117",1856423,"0007AC2B02","0007CD765E",50.8912001438593,NA,"8",1,NA
"118",1908076,"0007AC2B02","0007CD765E",128.228634937167,30.5555683750784,"8",1,"0007AC2B02"
"119",1908548,"0007AC2B02","0007CD765E",23.0338895138309,65.1064568538295,"8",1,"0007CD765E"
"120",1909620,"0007AC2B02","0007CD765E",24.5077939448662,NA,"8",1,NA
"121",1924338,"0007AC2B02","0007CD765E",62.7090940076313,NA,"8",1,NA
"122",1924541,"0007AC2B02","0007CD765E",99.3063318507744,336.525750027477,"8",1,"0007CD765E"
"123",1931319,"0007AC2B02","0007CD765E",111.72801822777,163.918654011508,"8",1,"0007CD765E"
"124",1954255,"0007AC2B02","0007CD765E",NA,15.6296898354844,"8",1,NA
"125",2146982,"0007AC2B02","0007CD765E",34.8977171671811,NA,"8",1,NA
"126",268833,"0007AC2B02","0007CD77C5",27.0574147522788,342.619301000309,"8",1,"0007CD77C5"
