"","start_frame","focal","partner","focal_smooth","partner_smooth","day","group","approacher_smooth"
"1",776617,"0007AC2B02","0007CB0942",8.25472463216417,NA,"7",1,NA
"2",788286,"0007AC2B02","0007CB0942",322.966921930644,110.003176086959,"7",1,"0007AC2B02"
"3",800459,"0007AC2B02","0007CB0942",38.0117407838757,41.7950881446943,"7",1,"0007CB0942"
"4",1076262,"0007AC2B02","0007CB0942",28.4783644419055,NA,"7",1,NA
"5",1076326,"0007AC2B02","0007CB0942",26.5527942444125,19.4698157844145,"7",1,"0007AC2B02"
"6",1076511,"0007AC2B02","0007CB0942",9.94090003567445,5.08103149224036,"7",1,"0007AC2B02"
"7",1320438,"0007AC2B02","0007CB0942",39.678039467145,85.6995087333244,"7",1,"0007CB0942"
"8",1320893,"0007AC2B02","0007CB0942",73.0021865594651,NA,"7",1,NA
"9",1514050,"0007AC2B02","0007CB0942",NA,19.0213257398504,"7",1,NA
"10",1837077,"0007AC2B02","0007CB0942",18.4086912562199,278.175437353649,"7",1,"0007CB0942"
"11",1853375,"0007AC2B02","0007CB0942",69.6843001558937,NA,"7",1,NA
"12",1854295,"0007AC2B02","0007CB0942",12.6084316647669,41.6868374161122,"7",1,"0007CB0942"
"13",1854463,"0007AC2B02","0007CB0942",43.6712762259599,48.8967594216602,"7",1,"0007CB0942"
"14",1854627,"0007AC2B02","0007CB0942",185.165148048552,NA,"7",1,NA
"15",2139926,"0007AC2B02","0007CB0942",3.04349998640742,56.2124249268423,"7",1,"0007CB0942"
"16",2140322,"0007AC2B02","0007CB0942",9.39613320724383,46.3017087572977,"7",1,"0007CB0942"
"17",2140640,"0007AC2B02","0007CB0942",15.3215373944448,34.8078051175214,"7",1,"0007CB0942"
"18",2140682,"0007AC2B02","0007CB0942",30.2505211428547,32.8293563419226,"7",1,"0007CB0942"
"19",2157037,"0007AC2B02","0007CB0942",3.90600502860305,62.4182945976277,"7",1,"0007CB0942"
"20",2157367,"0007AC2B02","0007CB0942",15.8217297955073,NA,"7",1,NA
"21",2164354,"0007AC2B02","0007CB0942",4.04155616694812,584.103452200519,"7",1,"0007CB0942"
"22",2164474,"0007AC2B02","0007CB0942",8.97953985931278,178.978639945899,"7",1,"0007CB0942"
"23",2165159,"0007AC2B02","0007CB0942",24.2708663404776,NA,"7",1,NA
"24",2171014,"0007AC2B02","0007CB0942",4.01587686916077,88.6656392165744,"7",1,"0007CB0942"
"25",8303,"0007AC2B02","0007CB44CE",31.493423105918,259.987859740908,"7",1,"0007CB44CE"
"26",8382,"0007AC2B02","0007CB44CE",42.2346378386374,159.306275456829,"7",1,"0007CB44CE"
"27",8506,"0007AC2B02","0007CB44CE",29.2265548119471,78.0357482493039,"7",1,"0007CB44CE"
"28",9000,"0007AC2B02","0007CB44CE",35.7167628986588,55.700122329412,"7",1,"0007CB44CE"
"29",9298,"0007AC2B02","0007CB44CE",NA,8.47972236452264,"7",1,NA
"30",10438,"0007AC2B02","0007CB44CE",37.1353111698533,77.9324174999305,"7",1,"0007CB44CE"
"31",10740,"0007AC2B02","0007CB44CE",29.2283406477589,25.474470561563,"7",1,"0007AC2B02"
"32",13517,"0007AC2B02","0007CB44CE",398.615438407268,21.4136104184612,"7",1,"0007AC2B02"
"33",386489,"0007AC2B02","0007CB44CE",21.5645723654231,360.086772363908,"7",1,"0007CB44CE"
"34",386770,"0007AC2B02","0007CB44CE",15.7921515665706,22.6197665133662,"7",1,"0007CB44CE"
"35",387204,"0007AC2B02","0007CB44CE",NA,18.3950226154474,"7",1,NA
"36",387323,"0007AC2B02","0007CB44CE",29.578666682904,31.4411619694099,"7",1,"0007CB44CE"
"37",387430,"0007AC2B02","0007CB44CE",19.4126237557128,27.7486610704941,"7",1,"0007CB44CE"
