"x_partner","y_partner","x_partner_smooth","y_partner_smooth","partner_length","x_focal","y_focal","x_focal_smooth","y_focal_smooth","focal_length"
488.100311279297,395.602478027344,487.699498724224,395.24900097006,5.59556285001492,484.37548828125,392.410491943359,484.117499307165,392.608589857328,16.5709801194403
487.131256103516,395.109161376953,487.128659989859,395.234290454878,NA,484.187408447266,392.622985839844,484.230921987443,392.540757802299,NA
486.33642578125,395.480895996094,486.656164881995,395.256563036641,NA,483.968811035156,392.499694824219,484.311339114315,392.490304021538,NA
485.239715576172,394.544952392578,486.273508922324,395.310324801804,NA,484.51513671875,392.542755126953,484.362310183447,392.455518716998,NA
486.180755615234,395.304626464844,485.97218763254,395.390081836819,NA,484.021087646484,392.865539550781,484.387394690508,392.434692090627,NA
486.156829833984,395.193542480469,485.743696534335,395.490340228141,NA,484.49072265625,392.046722412109,484.390152131164,392.426114344375,NA
485.940612792969,395.624328613281,485.579531149402,395.605606062223,NA,484.630676269531,392.377746582031,484.374142001084,392.428075680193,NA
485.856475830078,396.118896484375,485.471186999435,395.730385425517,NA,484.212249755859,392.50146484375,484.342923795934,392.43886630003,NA
485.380035400391,396.259033203125,485.410159606127,395.859184404478,NA,484.466217041016,392.671142578125,484.300057011382,392.456776405837,NA
485.665405273438,396.223693847656,485.387944491169,395.986509085559,NA,484.059844970703,392.448211669922,484.249101143095,392.480096199562,NA
485.207641601562,396.214172363281,485.396037176256,396.106865555214,NA,484.119018554688,392.616271972656,484.193615686741,392.507115883155,NA
484.876129150391,395.986114501953,485.50525333321,396.208026288654,NA,484.294250488281,392.239318847656,484.15028698096,392.533473423549,NA
485.556427001953,396.437469482422,485.538772827428,396.280772722636,NA,484.439544677734,392.255920410156,484.1230182629,392.560989554468,NA
484.654724121094,396.218505859375,485.497042498506,396.387345692191,NA,483.947631835938,392.484161376953,484.062530338004,392.577457474119,NA
485.792297363281,396.670806884766,485.472512770494,396.355066464671,NA,484.078704833984,392.742126464844,484.050558578426,392.614373118864,NA
486.238037109375,395.680541992188,485.498596720151,396.285873168666,NA,484.020355224609,392.514862060547,484.023014693371,392.667552318242,NA
486.054565429688,396.263305664062,485.527259414683,396.218842574854,NA,483.619903564453,392.803771972656,484.031994383488,392.610176897002,NA
485.701019287109,396.599426269531,485.532330623934,396.139350477172,NA,483.820281982422,392.811920166016,484.046306888197,392.584635280323,NA
484.845245361328,396.162536621094,485.503399948685,396.051572234112,NA,484.169006347656,393.080993652344,484.068816809453,392.53360711628,NA
485.1982421875,395.946838378906,485.430056989722,395.95968320417,NA,483.773956298828,392.601623535156,484.142319239367,392.522494637526,NA
485.598907470703,395.804931640625,485.301891347827,395.867858745841,NA,484.482147216797,392.277893066406,484.167409946109,392.470897932698,NA
