ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,121,38,320,19,144,235,318,361,151
0007CB0942,121,0,57,199,8,156,257,262,330,445
0007CB30A6,38,57,0,332,6,264,333,183,106,89
0007CB486D,320,199,332,0,55,592,610,981,448,586
0007CD5116,19,8,6,55,0,20,7,75,25,44
0007CD86B3,144,156,264,592,20,0,526,800,453,531
0007CDC91B,235,257,333,610,7,526,0,720,331,274
0007CDDBAF,318,262,183,981,75,800,720,0,1101,569
0007CDE223,361,330,106,448,25,453,331,1101,0,317
0007CDEC0B,151,445,89,586,44,531,274,569,317,0
