ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,0,0.0833240254663243,0.0867823765020027,0.0289699570815451,0.0209992125295301,0.0738179478932131,0.0161825726141079,0.0284030820365613,0.105369296697756
0007CB0B74,0,0,0.0726013626717303,0.0393858477970627,0.0628448804414469,0.0979963251378072,0.100032164683178,0.033195020746888,0.0381477564586795,0.0350390723468617
0007CB0DBC,0.287143956889916,0.170246202200105,0,0.246862483311081,0.0971030042918455,0.134569953626739,0.38292055323255,0,0.13446139900287,0.17393496344845
0007CB2407,0.250192455735181,0.0772655840754319,0.206522953200045,0,0.129215205395463,0.0906466007524716,0.160340945641685,0.0448132780082988,0.10953316210908,0.21325938996723
0007F2B3FF,0.145496535796767,0.214772132006285,0.141516810007819,0.225100133511348,0,0.2525155306676,0.0492119652621421,0.192531120331951,0.633026136878681,0.157549785732292
0007F2B59E,0.092378752886836,0.293347302252487,0.171785993521725,0.138317757009345,0.221183323114654,0,0.235445480862013,0.47136929460581,0.191040942740595,0.518527854802119
0007F2B8A2,0.176674364896074,0.162912519643792,0.265944376186753,0.133110814419225,0.0234518700183936,0.128095196430134,0,0.151867219917012,0.0415470614896509,0.0705823040080667
0007F2B9FC,0.0150115473441109,0.0209533787323206,0,0.0144192256341789,0.0355610055180872,0.099396272639776,0.0588613702155033,0,0.038223296570479,0
0007F2E37E,0.144726712856043,0.132268203247773,0.19881603931643,0.193591455273698,0.642244022072348,0.221279202029924,0.0884528787391441,0.209958506224067,0,0.157549785732292
0007F2ED4,0.160892994611239,0.0364064955474069,0.0770691388361444,0.112950600801068,0.0479000613120784,0.179980750721848,0.0450305564490189,0,0.0472125698746033,0
