ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,1.89012345679012,1.6,1.89444444444444,2.56190476190476,3.03529411764706,1.33555555555556,1.38095238095238,2.29583333333333,2.49333333333333
0007CB0B74,1.89012345679012,0,3.38541666666667,1.69166666666667,1.3625,1.97083333333333,0,0,4.15555555555556,1.75925925925926
0007CB0DBC,1.6,3.38541666666667,0,2.30185185185185,1.95833333333333,2.64,2.61904761904762,2.06410256410256,2.155,2.54141414141414
0007CB2407,1.89444444444444,1.69166666666667,2.30185185185185,0,1.50666666666667,2.87037037037037,2.62340425531915,2.12916666666667,2.41228070175439,2.14615384615385
0007F2B3FF,2.56190476190476,1.3625,1.95833333333333,1.50666666666667,0,2.4,2.24575163398693,2.23333333333333,2.65355191256831,2.11666666666667
0007F2B59E,3.03529411764706,1.97083333333333,2.64,2.87037037037037,2.4,0,2.24930555555556,3.18,3.69615384615385,2.36324786324786
0007F2B8A2,1.33555555555556,0,2.61904761904762,2.62340425531915,2.24575163398693,2.24930555555556,0,2.04528985507246,2.46302083333333,4.87005649717514
0007F2B9FC,1.38095238095238,0,2.06410256410256,2.12916666666667,2.23333333333333,3.18,2.04528985507246,0,2.47962962962963,1.89444444444444
0007F2E37E,2.29583333333333,4.15555555555556,2.155,2.41228070175439,2.65355191256831,3.69615384615385,2.46302083333333,2.47962962962963,0,2.10942028985507
0007F2ED4,2.49333333333333,1.75925925925926,2.54141414141414,2.14615384615385,2.11666666666667,2.36324786324786,4.87005649717514,1.89444444444444,2.10942028985507,0
